company,mdate,WorkingCapital_TotalAssets,RetainedEarnings_TotalAssets,CashFlow_TotalDebt,TotalDebt_TotalAssets,CurrentRatio,stock_prefix
1101 台泥,2024/12,0.146621498,0.122632758,0.11136023,0.481123723,2.007338094,11
1101 台泥,2024/06,0.135551258,0.114441073,0.036088328,0.490681125,1.852451944,11
1101 台泥,2023/12,0.171549756,0.150342969,0.171289378,0.459138888,2.10954385,11
1101 台泥,2023/06,0.137001628,0.148047771,0.065318326,0.485649729,1.682885567,11
1101 台泥,2022/12,0.217909493,0.144371311,0.027826417,0.482918519,2.33513407,11
1101 台泥,2022/06,0.210830291,0.138777272,0.006135513,0.515871286,2.097762082,11
1101 台泥,2021/12,0.182631395,0.167404204,0.087822895,0.489104456,1.909542397,11
1101 台泥,2021/06,0.161412923,0.221727465,0.078608719,0.405556341,1.877726244,11
1101 台泥,2020/12,0.134029852,0.190496354,0.183266789,0.438186009,1.724032986,11
1101 台泥,2020/06,0.102823601,0.155888379,0.098034211,0.489047628,1.461878962,11
1101 台泥,2019/12,0.140450942,0.178582799,0.183703017,0.432729634,1.775757089,11
1101 台泥,2019/06,0.112556174,0.140214286,0.075689763,0.468679891,1.511219065,11
1101 台泥,2018/12,0.133329948,0.178992807,0.150987492,0.42636445,1.711226621,11
1101 台泥,2018/06,0.114155937,0.155965257,0.072544297,0.463646446,1.537869247,11
1101 台泥,2017/12,0.100995201,0.179850458,0.102665142,0.43994398,1.422238137,11
1101 台泥,2017/06,0.059100662,0.171525712,0.0395321,0.445492107,1.242691849,11
1101 台泥,2016/12,0.085318567,0.177301604,0.156784326,0.44792917,1.413376762,11
1101 台泥,2016/06,0.051929028,0.159564069,0.080091232,0.453924377,1.237138055,11
1101 台泥,2015/12,0.076806988,0.155504227,0.15818476,0.469457175,1.330615116,11
1101 台泥,2015/06,0.055637501,0.144686861,0.075404246,0.49657818,1.211414997,11
1101 台泥,2014/12,0.09555717,0.169193068,0.152262366,0.446554758,1.407590542,11
1101 台泥,2014/06,0.028411014,0.156095059,0.077842837,0.474379076,1.098195046,11
1102 亞泥,2024/12,0.111373475,0.375029934,0.195371242,0.382655583,1.463971877,11
1102 亞泥,2024/06,0.11619118,0.34489188,0.062755615,0.412382536,1.469331367,11
1102 亞泥,2023/12,0.117166605,0.350166337,0.050181218,0.430210076,1.475982686,11
1102 亞泥,2023/06,0.106533082,0.339813869,-0.030861075,0.450526241,1.405965815,11
1102 亞泥,2022/12,0.124866459,0.355274127,0.109339646,0.431805242,1.570540767,11
1102 亞泥,2022/06,0.106276855,0.336894499,0.038276701,0.454413024,1.428146305,11
1102 亞泥,2021/12,0.10999112,0.362711086,0.062849159,0.431416385,1.490604829,11
1102 亞泥,2021/06,0.076297053,0.349540481,0.048817765,0.463497089,1.313455188,11
1102 亞泥,2020/12,0.077406107,0.375592168,0.154275715,0.428157291,1.359162821,11
1102 亞泥,2020/06,0.057479404,0.350399246,0.075703351,0.461572841,1.225371674,11
1102 亞泥,2019/12,0.050143036,0.365194088,0.291575173,0.429999037,1.200528995,11
1102 亞泥,2019/06,0.073905585,0.336482799,0.111428419,0.450036308,1.315445671,11
1102 亞泥,2018/12,0.062875955,0.357891409,0.089155144,0.430318111,1.279506557,11
1102 亞泥,2018/06,-0.004405301,0.37926884,0.023454748,0.402903516,0.981250141,11
1102 亞泥,2017/12,-0.014917025,0.381262107,0.080371384,0.409885056,0.931685075,11
1102 亞泥,2017/06,-0.032766686,0.364817405,0.008001808,0.444692094,0.867366989,11
1102 亞泥,2016/12,0.00541382,0.384111676,0.131047441,0.410144849,1.031598533,11
1102 亞泥,2016/06,-0.0683869,0.362267048,0.062866927,0.429066818,0.727497157,11
1102 亞泥,2015/12,-0.045837418,0.33898579,0.117965172,0.426629916,0.810197843,11
1102 亞泥,2015/06,-0.038192228,0.323121456,0.030560911,0.44077726,0.854475603,11
1102 亞泥,2014/12,0.019693411,0.335422665,0.087888606,0.428160079,1.085701497,11
1102 亞泥,2014/06,-0.001794792,0.341598679,0.01826477,0.44194161,0.992384447,11
1103 嘉泥,2024/12,0.197356326,0.290519321,0.030455009,0.384522842,3.366263806,11
1103 嘉泥,2024/06,0.202595434,0.272642644,0.01077074,0.392031423,3.117579125,11
1103 嘉泥,2023/12,0.19875073,0.281331835,-0.005339897,0.385192172,3.194996098,11
1103 嘉泥,2023/06,0.176146259,0.27010122,-0.003054145,0.379765899,2.60894344,11
1103 嘉泥,2022/12,0.191030293,0.289855604,-0.02710773,0.39651929,3.029402731,11
1103 嘉泥,2022/06,0.183394309,0.278876922,-0.007876036,0.394086055,2.797486107,11
1103 嘉泥,2021/12,0.207896158,0.279198878,-0.013580967,0.356229933,3.999766252,11
1103 嘉泥,2021/06,0.211787926,0.273526395,-0.016281773,0.349784695,4.33650004,11
1103 嘉泥,2020/12,0.21364972,0.286711704,0.033964754,0.384509932,3.854282629,11
1103 嘉泥,2020/06,0.172310904,0.259718198,0.020363946,0.414111718,2.695094213,11
1103 嘉泥,2019/12,0.179675364,0.275325425,-0.011245905,0.388537259,2.88007545,11
1103 嘉泥,2019/06,0.179732339,0.266870697,0.007185397,0.37576152,2.618361604,11
1103 嘉泥,2018/12,0.248721637,0.302387081,-0.057474419,0.345961932,3.489681404,11
1103 嘉泥,2018/06,0.233424676,0.297229194,-0.042555546,0.323520284,3.170590282,11
1103 嘉泥,2017/12,0.23974551,0.32044846,0.044538313,0.319837223,3.930058661,11
1103 嘉泥,2017/06,0.231493845,0.29275922,0.058790646,0.327199731,4.54583911,11
1103 嘉泥,2016/12,0.285583861,0.319011423,0.04022031,0.394798567,4.765859057,11
1103 嘉泥,2016/06,0.273050279,0.30568941,0.002643182,0.492748843,3.490248345,11
1103 嘉泥,2015/12,0.334411495,0.305785822,0.022748513,0.487042163,6.999330438,11
1103 嘉泥,2015/06,0.299142831,0.257792764,-0.010232569,0.449941174,3.825018678,11
1103 嘉泥,2014/12,0.282529397,0.249221934,0.032193162,0.427262411,3.825632121,11
1103 嘉泥,2014/06,0.189592424,0.250253861,-0.017223995,0.438586726,1.979754004,11
1104 環泥,2024/12,0.114089927,0.484645282,0.369247302,0.174565588,1.889715966,11
1104 環泥,2024/06,0.097747858,0.461531877,0.095491086,0.203790857,1.626805656,11
1104 環泥,2023/12,0.097822917,0.503936067,0.281034527,0.19551302,1.676069401,11
1104 環泥,2023/06,0.038023099,0.439149797,0.077934942,0.233980392,1.208716637,11
1104 環泥,2022/12,0.032262311,0.477267514,0.161177373,0.225997437,1.188848128,11
1104 環泥,2022/06,0.01491205,0.455369969,0.028598371,0.246981154,1.078809195,11
1104 環泥,2021/12,0.030267498,0.473561593,0.241969061,0.227612325,1.178942357,11
1104 環泥,2021/06,0.059442446,0.492176825,0.072639944,0.211385543,1.393762166,11
1104 環泥,2020/12,0.02473624,0.477775114,0.1907218,0.22061972,1.157088115,11
1104 環泥,2020/06,0.00874905,0.465959961,0.038169942,0.247994343,1.046840857,11
1104 環泥,2019/12,0.018605643,0.47062967,0.141516322,0.226429458,1.113628546,11
1104 環泥,2019/06,0.021896906,0.439773645,-0.018420036,0.240426726,1.123728739,11
1104 環泥,2018/12,0.027600869,0.467844454,0.126898264,0.210275457,1.181381694,11
1104 環泥,2018/06,0.033595816,0.44089635,0.006042878,0.217170951,1.212034353,11
1104 環泥,2017/12,0.053341839,0.476223701,0.158632325,0.191926472,1.41470421,11
1104 環泥,2017/06,0.043275293,0.45246713,0.028620224,0.224987269,1.270755779,11
1104 環泥,2016/12,0.052857919,0.474270057,0.187552502,0.194180856,1.418592939,11
1104 環泥,2016/06,0.01022267,0.425210212,0.002392771,0.21898129,1.067178986,11
1104 環泥,2015/12,0.028978506,0.432549787,0.213477195,0.198813812,1.23509879,11
1104 環泥,2015/06,0.039796087,0.393497317,0.041190543,0.21113134,1.293305656,11
1104 環泥,2014/12,0.030133176,0.411955297,0.184101924,0.184947177,1.282345161,11
1104 環泥,2014/06,0.033943081,0.392961666,0.035259268,0.203638299,1.277383394,11
1108 幸福,2024/12,0.175936346,0.111619806,0.1725378,0.502865376,1.440786539,11
1108 幸福,2024/06,0.188939324,0.088327621,0.102258171,0.509087155,1.479019635,11
1108 幸福,2023/12,0.266613426,0.106323621,0.131704364,0.491385196,1.806040401,11
1108 幸福,2023/06,0.288003245,0.092994323,0.074417275,0.505165923,1.89257231,11
1108 幸福,2022/12,0.251636458,0.098260057,0.135547074,0.492252691,1.696934899,11
1108 幸福,2022/06,0.211141373,0.06044422,0.096218095,0.486419831,1.510808261,11
1108 幸福,2021/12,0.259350312,0.07447222,0.024181305,0.422315154,1.687781606,11
1108 幸福,2021/06,0.312575365,0.058413567,0.057184474,0.436254622,1.983276959,11
1108 幸福,2020/12,0.390379488,0.075367866,0.246872764,0.419865342,2.456677987,11
1108 幸福,2020/06,0.445158807,0.057805062,0.116172093,0.4071067,2.884685274,11
1108 幸福,2019/12,0.473471857,0.036767707,0.087351144,0.410423043,3.145785963,11
1108 幸福,2019/06,0.423669881,0.022941044,-0.008700653,0.428856954,2.676825412,11
1108 幸福,2018/12,0.439084297,0.025043268,0.024701133,0.420442896,2.844661704,11
1108 幸福,2018/06,0.45533645,0.048871915,0.000668448,0.382885512,2.820086679,11
1108 幸福,2017/12,0.441617847,0.049465154,0.028856145,0.388056851,2.660092107,11
1108 幸福,2017/06,0.40755615,0.065484666,0.04857266,0.380525898,2.435797721,11
1108 幸福,2016/12,0.35547421,0.089892816,0.083469002,0.380619567,2.057955459,11
1108 幸福,2016/06,0.377073411,0.07488293,-0.025770864,0.39254028,2.244723045,11
1108 幸福,2015/12,0.431292615,0.092687393,0.338272027,0.383150307,2.856710781,11
1108 幸福,2015/06,0.388903721,0.069795547,0.131604788,0.439774637,2.351463739,11
1108 幸福,2014/12,0.38594348,0.0608601,0.221749843,0.448169313,2.383036031,11
1108 幸福,2014/06,0.389709015,0.041406625,0.109886351,0.477674764,2.46913874,11
1109 信大,2024/12,0.484637787,0.439525326,0.374261212,0.095524217,6.997321891,11
1109 信大,2024/06,0.451340519,0.412854008,0.182981806,0.141537841,4.439194811,11
1109 信大,2023/12,0.457973549,0.422336262,0.454505335,0.135998087,4.806243082,11
1109 信大,2023/06,0.419078876,0.395760919,0.056410646,0.168410532,3.705501069,11
1109 信大,2022/12,0.429188237,0.389482496,0.817891741,0.158961694,4.027073347,11
1109 信大,2022/06,0.380697851,0.356241291,0.440040855,0.199773256,2.991170406,11
1109 信大,2021/12,0.426955623,0.392149608,0.624176862,0.158017303,3.855153741,11
1109 信大,2021/06,0.417816859,0.407106445,0.371610266,0.152274742,3.916099503,11
1109 信大,2020/12,0.373410821,0.358239608,0.94607709,0.192195988,3.039365659,11
1109 信大,2020/06,0.315092448,0.334425988,0.418056883,0.211656324,2.672033787,11
1109 信大,2019/12,0.306164774,0.322414459,0.834902537,0.228853965,2.518297533,11
1109 信大,2019/06,0.243280459,0.28766109,0.37845819,0.243032285,2.118680458,11
1109 信大,2018/12,0.250638193,0.286919527,0.401589759,0.244029969,2.28518789,11
1109 信大,2018/06,0.229627433,0.257523582,0.230187503,0.213104149,2.721745356,11
1109 信大,2017/12,0.234605876,0.235737983,0.330173881,0.207749164,3.085042116,11
1109 信大,2017/06,0.201472422,0.197515052,0.07251825,0.245630114,2.470591297,11
1109 信大,2016/12,0.178779971,0.181403743,0.26233831,0.267808073,2.246866523,11
1109 信大,2016/06,0.166636918,0.173781268,0.023714256,0.256082185,2.435865143,11
1109 信大,2015/12,0.166570484,0.172518847,0.22520568,0.260341956,2.519189502,11
1109 信大,2015/06,0.195417644,0.16351525,0.083546945,0.242616399,2.875788566,11
1109 信大,2014/12,0.099837831,0.168984485,0.272838073,0.242515254,1.503625949,11
1109 信大,2014/06,0.142519857,0.150942289,0.094874975,0.309405227,1.723238075,11
1110 東泥,2024/12,0.076732498,0.19894384,0.112201773,0.248074173,1.493566155,11
1110 東泥,2024/06,0.05397002,0.183570895,-0.024433129,0.256609311,1.323925774,11
1110 東泥,2023/12,0.063020183,0.194853777,0.09864844,0.236544375,1.427984312,11
1110 東泥,2023/06,0.062980557,0.180964342,0.046787127,0.285975596,1.307358787,11
1110 東泥,2022/12,0.008763947,0.184437728,-0.084779718,0.272152263,1.044130994,11
1110 東泥,2022/06,0.017741966,0.181534565,-0.001990109,0.235521229,1.114341991,11
1110 東泥,2021/12,0.033758452,0.198588584,0.118607112,0.205118492,1.219754775,11
1110 東泥,2021/06,0.038097662,0.199770131,0.085090871,0.18891399,1.286028784,11
1110 東泥,2020/12,0.125678539,0.212177507,0.084086979,0.133457506,2.71270168,11
1110 東泥,2020/06,0.133605872,0.212419742,0.073236862,0.125016617,3.220610407,11
1110 東泥,2019/12,0.140091196,0.217044299,0.152024519,0.120053616,3.062308907,11
1110 東泥,2019/06,0.139391481,0.215926987,-0.070081541,0.118607108,3.191656382,11
1110 東泥,2018/12,0.17487906,0.231064937,0.02165133,0.07954507,4.918221288,11
1110 東泥,2018/06,0.18838581,0.228020671,-0.27644585,0.086485253,4.700370139,11
1110 東泥,2017/12,0.176897867,0.214596322,-0.204594122,0.083871606,4.594130332,11
1110 東泥,2017/06,0.162422992,0.20860478,0.158690884,0.079100293,4.593925738,11
1110 東泥,2016/12,0.189662613,0.217982339,-0.477645242,0.06161825,7.931689641,11
1110 東泥,2016/06,0.184290197,0.214157938,-0.507505796,0.080694651,4.917944953,11
1110 東泥,2015/12,0.167885278,0.214555486,0.282489618,0.079173141,5.053833563,11
1110 東泥,2015/06,0.155053891,0.20168976,0.141213665,0.078904128,4.658588429,11
1110 東泥,2014/12,0.155580643,0.206576833,0.12570015,0.077416678,6.072970642,11
1110 東泥,2014/06,0.143110887,0.200081846,-0.118716332,0.088219182,4.373928217,11
1201 味全,2024/12,0.013679126,0.155652814,0.163144334,0.561111174,1.039105046,12
1201 味全,2024/06,-0.025355396,0.142012649,0.043846784,0.581934402,0.93636235,12
1201 味全,2023/12,-0.020201673,0.136536272,0.150696717,0.595511689,0.949060488,12
1201 味全,2023/06,-0.009503951,0.124138623,0.041832895,0.62332021,0.977425938,12
1201 味全,2022/12,-0.027396277,0.132087108,0.081394482,0.590436077,0.922053299,12
1201 味全,2022/06,-0.040770903,0.112364179,-0.003473351,0.633132905,0.901928949,12
1201 味全,2021/12,-0.00046411,0.124326094,0.104555397,0.607326906,0.998595597,12
1201 味全,2021/06,0.012806595,0.1006836,0.003050508,0.647278383,1.036697622,12
1201 味全,2020/12,-0.012760266,0.111108985,0.167650659,0.619788702,0.962314446,12
1201 味全,2020/06,-0.073040634,0.084964681,0.007614063,0.660938728,0.825586174,12
1201 味全,2019/12,-0.03947946,0.112156275,0.117536049,0.636392327,0.896585684,12
1201 味全,2019/06,-0.16913695,0.096816668,-0.00463775,0.66065468,0.689722853,12
1201 味全,2018/12,-0.129422643,0.058101756,0.042014046,0.708114182,0.765942079,12
1201 味全,2018/06,0.003818258,0.009667264,-0.023850499,0.767524322,1.006449555,12
1201 味全,2017/12,0.019981686,0.007876299,0.039256905,0.762407539,1.034469292,12
1201 味全,2017/06,0.062784843,-0.009222605,-0.013598742,0.791218312,1.119016754,12
1201 味全,2016/12,-0.096587205,-0.01068403,-0.042781261,0.790675563,0.857691348,12
1201 味全,2016/06,-0.117054454,0.002254745,-0.081982208,0.780918763,0.837499063,12
1201 味全,2015/12,0.002561864,0.014252961,-0.01703315,0.767820847,1.004455496,12
1201 味全,2015/06,-0.033682456,0.04911346,-0.003361547,0.729196495,0.942715386,12
1201 味全,2014/12,-0.014962133,0.063347606,0.016625832,0.717056959,0.973714934,12
1201 味全,2014/06,0.093030152,0.082475867,0.003185601,0.707451758,1.187389024,12
1203 味王,2024/12,0.28311623,0.348420039,0.259617118,0.298510394,2.686857094,12
1203 味王,2024/06,0.230184626,0.327179517,0.096484412,0.339528272,2.1165994,12
1203 味王,2023/12,0.261696524,0.321238215,0.392398402,0.331299598,2.423449159,12
1203 味王,2023/06,0.237200637,0.299903709,0.114474376,0.357519255,2.125196728,12
1203 味王,2022/12,0.282648796,0.303680065,0.053982222,0.342505614,2.430633945,12
1203 味王,2022/06,0.267270698,0.267807206,0.042843669,0.37098638,2.203751246,12
1203 味王,2021/12,0.273077875,0.2780466,0.289696063,0.347637455,2.394024757,12
1203 味王,2021/06,0.282700706,0.295028998,0.070788542,0.3291057,2.59383048,12
1203 味王,2020/12,0.288157167,0.268369675,0.359190122,0.323547875,2.725974394,12
1203 味王,2020/06,0.254566265,0.246174731,0.075233391,0.355603467,2.261183994,12
1203 味王,2019/12,0.275814942,0.245914547,0.138692213,0.340524472,2.498153504,12
1203 味王,2019/06,0.242998858,0.228883058,0.037063734,0.361383156,2.196861504,12
1203 味王,2018/12,0.270795418,0.234239095,0.231388361,0.348515818,2.532197443,12
1203 味王,2018/06,0.239423986,0.212996184,0.061942581,0.388453906,2.09961726,12
1203 味王,2017/12,0.266748917,0.218490383,0.229980788,0.389806186,2.22806022,12
1203 味王,2017/06,0.229674483,0.203974171,0.079591684,0.404342374,2.027505769,12
1203 味王,2016/12,0.252337933,0.211160431,0.320855214,0.385751556,2.299117119,12
1203 味王,2016/06,0.228144864,0.191541518,0.146473473,0.392609094,2.165703322,12
1203 味王,2015/12,0.243604782,0.197853903,0.227702949,0.381325736,2.387454562,12
1203 味王,2015/06,0.237153343,0.195985505,0.084046926,0.390764058,2.287409303,12
1203 味王,2014/12,0.219281971,0.199859071,0.226107736,0.380318585,2.253998149,12
1203 味王,2014/06,0.192726546,0.187605284,0.0784786,0.407414537,1.933338577,12
1210 大成,2024/12,-0.010336799,0.165554319,0.218397186,0.512110804,0.977163875,12
1210 大成,2024/06,-0.027855805,0.148556767,0.068363232,0.513270389,0.9393174,12
1210 大成,2023/12,0.005301506,0.157059069,0.295904219,0.50921001,1.01201319,12
1210 大成,2023/06,-0.00671226,0.128721977,0.143292372,0.52109704,0.985618589,12
1210 大成,2022/12,-0.008576098,0.119534363,0.069967809,0.536485066,0.982458927,12
1210 大成,2022/06,-0.010573806,0.101641628,-0.03464507,0.549542997,0.979224595,12
1210 大成,2021/12,0.000309084,0.122556301,0.147681811,0.511042349,1.000659751,12
1210 大成,2021/06,0.005590499,0.11411478,0.014105793,0.509717126,1.012188213,12
1210 大成,2020/12,0.045847278,0.146305626,0.271730733,0.460531744,1.112070054,12
1210 大成,2020/06,0.01928678,0.116043437,0.103625449,0.503353725,1.043767045,12
1210 大成,2019/12,0.023559971,0.132331342,0.234336173,0.485747569,1.055243843,12
1210 大成,2019/06,0.043979934,0.108199974,0.083380433,0.495842363,1.107820643,12
1210 大成,2018/12,0.100244482,0.130297756,0.093900269,0.477437658,1.254206442,12
1210 大成,2018/06,0.1003469,0.111342842,-0.040596602,0.485699502,1.248233467,12
1210 大成,2017/12,0.123694913,0.135483878,0.232871106,0.46689369,1.314888885,12
1210 大成,2017/06,0.089228438,0.110435633,0.057791941,0.467595426,1.208637054,12
1210 大成,2016/12,0.098068703,0.115816427,0.225556433,0.466964442,1.233541065,12
1210 大成,2016/06,0.091097252,0.087999745,0.126928851,0.485649511,1.22051053,12
1210 大成,2015/12,0.09724424,0.071113808,0.149492152,0.519115975,1.230920876,12
1210 大成,2015/06,0.123135454,0.062887472,0.089755199,0.520369319,1.304492645,12
1210 大成,2014/12,0.142633034,0.072280809,0.114489208,0.518194637,1.36025175,12
1210 大成,2014/06,0.166516174,0.062251784,0.011504298,0.520249995,1.42846445,12
1213 大飲,2024/06,-0.148472854,-0.475093655,-0.124380357,0.750249933,0.335866119,12
1213 大飲,2023/06,-0.157391254,-0.289265205,0.017934006,0.685901962,0.296633449,12
1213 大飲,2022/12,-0.075414972,-0.209854835,0.014146053,0.654289936,0.630340445,12
1213 大飲,2022/06,-0.039138489,-0.177584108,0.015652446,0.629922815,0.76963434,12
1213 大飲,2021/12,-0.283124579,-0.130291436,-0.040588017,0.606613338,0.35870291,12
1213 大飲,2021/06,-0.214209809,-0.07230145,-0.032089032,0.593479523,0.520168542,12
1213 大飲,2020/12,-0.197511155,-0.041315052,-0.005257705,0.572887664,0.485085182,12
1213 大飲,2020/06,0.108167014,-0.022066971,-0.009208652,0.564180632,2.222420712,12
1213 大飲,2019/12,0.088093858,-0.019439148,-0.095992713,0.554971477,1.88553552,12
1213 大飲,2019/06,-0.048199904,-0.003425316,-0.102837034,0.556557994,0.810792588,12
1213 大飲,2018/12,-0.027244881,0.013492501,-0.039213683,0.557283454,0.898083571,12
1213 大飲,2018/06,0.335489947,0.125650494,-0.135169292,0.203222364,3.014455007,12
1213 大飲,2017/12,0.326656384,0.124946524,-0.275059228,0.195220994,3.059395115,12
1213 大飲,2017/06,0.29291382,0.113376312,-0.031967577,0.256294098,2.319861661,12
1213 大飲,2016/12,0.327688959,0.124615997,0.185368026,0.184661978,3.213836728,12
1213 大飲,2016/06,0.36113001,0.120672554,-0.004883615,0.190873119,3.446785046,12
1213 大飲,2015/12,0.374601616,0.168823393,0.321306218,0.195193785,3.479979905,12
1213 大飲,2015/06,0.364925736,0.164050907,0.123763046,0.19455037,3.444796039,12
1213 大飲,2014/12,0.33991004,0.156276654,0.218540503,0.17778462,3.59868446,12
1213 大飲,2014/06,0.327186724,0.146469955,-0.007697365,0.187083299,3.329126128,12
1215 卜蜂,2024/12,-0.057436368,0.219548181,0.183013009,0.622330734,0.818027444,12
1215 卜蜂,2024/06,-0.058489975,0.184540339,0.031235496,0.658495318,0.830662488,12
1215 卜蜂,2023/12,-0.002031108,0.223877108,0.241471875,0.626507387,0.9931401,12
1215 卜蜂,2023/06,-0.036480288,0.195087012,0.152861779,0.643525813,0.889569657,12
1215 卜蜂,2022/12,-0.006223293,0.185471141,0.082959871,0.64052983,0.981492355,12
1215 卜蜂,2022/06,-0.025920793,0.167893918,0.025118993,0.64795294,0.922897595,12
1215 卜蜂,2021/12,-0.001719946,0.188864342,0.047946702,0.629251758,0.994311345,12
1215 卜蜂,2021/06,-0.073006854,0.178507358,-0.005719527,0.614919672,0.808828051,12
1215 卜蜂,2020/12,-0.007749529,0.215534932,0.221185268,0.553190931,0.974062975,12
1215 卜蜂,2020/06,-0.077307876,0.17731533,0.081343727,0.558766608,0.79708241,12
1215 卜蜂,2019/12,0.021239428,0.195224103,0.195574701,0.537435549,1.061412886,12
1215 卜蜂,2019/06,-0.008476337,0.162135684,0.07305425,0.568599442,0.977002201,12
1215 卜蜂,2018/12,-0.034659361,0.188741992,0.116644337,0.540430042,0.91427936,12
1215 卜蜂,2018/06,-0.063156093,0.158994122,0.014491304,0.565250071,0.857748554,12
1215 卜蜂,2017/12,0.001857898,0.203891915,0.247844156,0.498959177,1.005015609,12
1215 卜蜂,2017/06,0.043328394,0.183026685,0.144034404,0.464082643,1.11399775,12
1215 卜蜂,2016/12,0.051264313,0.198711507,0.373253035,0.409257902,1.140520204,12
1215 卜蜂,2016/06,0.007797388,0.149203078,0.184952429,0.428130918,1.019379282,12
1215 卜蜂,2015/12,0.069724613,0.155841313,0.150390323,0.462415702,1.175932808,12
1215 卜蜂,2015/06,0.086529752,0.122283005,0.111154979,0.438324679,1.240895098,12
1215 卜蜂,2014/12,0.119132263,0.140852557,0.261131376,0.428598032,1.351541386,12
1215 卜蜂,2014/06,0.095750141,0.100322575,0.080482404,0.470001186,1.259016382,12
1216 統一,2024/12,-0.007780183,0.107099165,0.156746476,0.704883082,0.977250499,12
1216 統一,2024/06,-0.026052192,0.095275057,0.063286723,0.72068377,0.92814512,12
1216 統一,2023/12,-0.010039851,0.106740708,0.155380624,0.70683227,0.970874971,12
1216 統一,2023/06,-0.045704774,0.09861173,0.049280521,0.715372877,0.878310937,12
1216 統一,2022/12,0.039814179,0.127586739,0.174753623,0.651441814,1.116693689,12
1216 統一,2022/06,0.012961982,0.113184449,0.063913775,0.67497052,1.034890957,12
1216 統一,2021/12,0.02219302,0.130392375,0.169204691,0.647899239,1.064759002,12
1216 統一,2021/06,-0.021137973,0.112941758,0.050565635,0.669161936,0.943649479,12
1216 統一,2020/12,0.011536073,0.12528323,0.196099974,0.635403677,1.035199441,12
1216 統一,2020/06,-0.022491223,0.105314596,0.0837556,0.662078328,0.940318112,12
1216 統一,2019/12,0.021907376,0.114550918,0.194006582,0.635556847,1.068648308,12
1216 統一,2019/06,0.01197144,0.098434256,0.079748055,0.641636497,1.033790374,12
1216 統一,2018/12,0.061400351,0.121508571,0.18195911,0.581724676,1.170563886,12
1216 統一,2018/06,-0.008629247,0.100523945,0.05321437,0.614983449,0.980440718,12
1216 統一,2017/12,0.083688068,0.152044876,0.208020402,0.538652652,1.247501379,12
1216 統一,2017/06,-0.003559076,0.088652381,0.065005311,0.606737059,0.990470238,12
1216 統一,2016/12,-0.003114047,0.093793231,0.245815787,0.596655762,0.991638651,12
1216 統一,2016/06,-0.030307101,0.07735839,0.102699021,0.625067997,0.924620721,12
1216 統一,2015/12,-0.029943274,0.082413299,0.209147727,0.609749776,0.920586793,12
1216 統一,2015/06,-0.032885901,0.067831773,0.091614129,0.640271038,0.919011842,12
1216 統一,2014/12,-0.014588889,0.072586288,0.130985868,0.622301052,0.958903996,12
1216 統一,2014/06,-0.020657926,0.064261404,0.059662675,0.644920145,0.946972252,12
1217 愛之味,2024/12,-0.017791974,0.090526322,0.092519165,0.439636653,0.912974893,12
1217 愛之味,2024/06,-0.014724949,0.083360324,-0.002536276,0.448598248,0.929846867,12
1217 愛之味,2023/12,-0.003306087,0.083127094,0.06710381,0.4605158,0.982468939,12
1217 愛之味,2023/06,-0.016058369,0.073819113,-0.022142097,0.464186325,0.925590031,12
1217 愛之味,2022/12,-0.021788868,0.085079456,0.020612189,0.45348101,0.895161682,12
1217 愛之味,2022/06,-0.022840898,0.064086429,-0.034904301,0.484023057,0.896138154,12
1217 愛之味,2021/12,-0.022780454,0.073014273,0.018533079,0.465383405,0.884087347,12
1217 愛之味,2021/06,-0.122295687,0.071430134,-0.005830801,0.476210428,0.594292998,12
1217 愛之味,2020/12,-0.094921849,0.061484721,0.076636763,0.485904618,0.638803098,12
1217 愛之味,2020/06,-0.103307136,0.052604529,0.016285933,0.496286151,0.623583323,12
1217 愛之味,2019/12,-0.090654255,0.047013699,0.03487266,0.500676722,0.650609914,12
1217 愛之味,2019/06,-0.065191873,0.044089126,-0.032390934,0.509039835,0.736128493,12
1217 愛之味,2018/12,-0.108723225,0.043787761,0.06817546,0.501624894,0.595177499,12
1217 愛之味,2018/06,-0.089765124,0.038814002,-0.006865974,0.509011628,0.65502241,12
1217 愛之味,2017/12,-0.065730932,0.034368984,0.012888476,0.499783129,0.705655374,12
1217 愛之味,2017/06,-0.094458558,0.021802301,-0.026073258,0.492350332,0.654219873,12
1217 愛之味,2016/12,-0.062830984,0.027357311,0.022893498,0.476741925,0.742655362,12
1217 愛之味,2016/06,0.00445893,0.011278551,-0.046298499,0.484170239,1.022404469,12
1217 愛之味,2015/12,-0.055265602,0.019342263,0.00100819,0.465178705,0.777752014,12
1217 愛之味,2015/06,-0.036639546,0.004473724,-0.017704458,0.546077449,0.863791268,12
1217 愛之味,2014/12,-0.040493269,0.013807692,0.000306658,0.54516899,0.848834393,12
1217 愛之味,2014/06,0.048987786,0.01980379,-0.044685509,0.557570306,1.21843021,12
1218 泰山,2024/12,0.332115167,0.485695533,0.665875263,0.124852956,4.487133766,12
1218 泰山,2024/06,0.322017013,0.477619328,0.515248285,0.113494905,4.329568685,12
1218 泰山,2023/12,0.302381783,0.464922272,-0.582989362,0.116607711,4.036901726,12
1218 泰山,2023/06,0.257194989,0.409226762,-0.216037356,0.188989459,2.485700934,12
1218 泰山,2022/12,0.495007387,0.404189196,-0.10543868,0.245382298,3.137685793,12
1218 泰山,2022/06,0.162202805,0.104229815,-0.029097504,0.337003163,1.684669177,12
