company,mdate,WorkingCapital_TotalAssets,RetainedEarnings_TotalAssets,CashFlow_TotalDebt,TotalDebt_TotalAssets,CurrentRatio,stock_prefix
1702 南僑,2022/12,0.314789936,0.13585004,0.07894432,0.593616676,2.262498777,17
1702 南僑,2022/06,0.278231276,0.124823969,0.031054868,0.615739455,1.941359021,17
1702 南僑,2021/12,0.321278181,0.142947538,0.068065065,0.597616403,2.440301911,17
1702 南僑,2021/06,0.12784426,0.123065154,0.025469598,0.633410795,1.31565758,17
1702 南僑,2020/12,-0.009750721,0.146840447,0.13848022,0.725522646,0.977626821,17
1702 南僑,2020/06,0.052446754,0.126136516,0.026383457,0.759010093,1.143805188,17
1702 南僑,2019/12,0.090775623,0.141452285,0.145670627,0.730875539,1.294735918,17
1702 南僑,2019/06,0.04182617,0.118893448,0.063628222,0.734552099,1.11108976,17
1702 南僑,2018/12,0.071578624,0.144202621,0.126894836,0.715226378,1.197853733,17
1702 南僑,2018/06,0.025935584,0.115717335,0.03525387,0.74308531,1.062842159,17
1702 南僑,2017/12,0.073226905,0.129334029,0.067370599,0.734348761,1.199305235,17
1702 南僑,2017/06,0.052049135,0.122681229,0.005596897,0.745881845,1.14497348,17
1702 南僑,2016/12,0.122966052,0.156645728,0.123354756,0.697332231,1.439972928,17
1702 南僑,2016/06,0.07769607,0.131494361,0.048365476,0.695461228,1.208103103,17
1702 南僑,2015/12,0.136957722,0.136311231,0.212478964,0.693245598,1.366723447,17
1702 南僑,2015/06,0.135663663,0.113498736,0.101023536,0.713694666,1.348984452,17
1702 南僑,2014/12,0.137152473,0.120641665,0.146376491,0.68945959,1.375456831,17
1702 南僑,2014/06,0.082654529,0.107013541,0.062168199,0.695246279,1.191673252,17
1707 葡萄王,2024/12,0.148341471,0.373964003,0.530977149,0.230555107,1.684051034,17
1707 葡萄王,2024/06,0.09373477,0.349770566,0.049061873,0.277418096,1.357217183,17
1707 葡萄王,2023/12,0.154165647,0.367469986,0.649011594,0.25025437,1.655646074,17
1707 葡萄王,2023/06,0.084289651,0.316537116,0.217043828,0.327318288,1.271091339,17
1707 葡萄王,2022/12,0.138766075,0.351091521,0.764433475,0.25987877,1.562666957,17
1707 葡萄王,2022/06,0.074099532,0.305697092,0.281040565,0.319431178,1.245763104,17
1707 葡萄王,2021/12,0.120262681,0.336354079,0.700049346,0.258267211,1.513310878,17
1707 葡萄王,2021/06,0.121466455,0.364033245,0.23587352,0.24453755,1.571392432,17
1707 葡萄王,2020/12,0.035931445,0.33396807,0.530504615,0.391149242,1.134506512,17
1707 葡萄王,2020/06,-0.085857501,0.311219527,0.191412711,0.419920171,0.712983103,17
1707 葡萄王,2019/12,0.022538463,0.351095173,0.558466228,0.342300792,1.09109862,17
1707 葡萄王,2019/06,-0.122447592,0.309164705,0.160980164,0.395279349,0.629512912,17
1707 葡萄王,2018/12,-0.035407989,0.334459674,0.650759843,0.34886945,0.884701846,17
1707 葡萄王,2018/06,-0.098693727,0.278507388,0.093160961,0.427642673,0.727330477,17
1707 葡萄王,2017/12,0.001110431,0.32031583,0.700302271,0.360271728,1.003815165,17
1707 葡萄王,2017/06,-0.037336611,0.247049491,0.144996153,0.463677988,0.891632877,17
1707 葡萄王,2016/12,0.052086566,0.280934194,0.744165549,0.39444013,1.20112569,17
1707 葡萄王,2016/06,0.006853958,0.212228814,0.198614256,0.569825104,1.02123832,17
1707 葡萄王,2015/12,0.100117796,0.245605708,0.297515781,0.510058387,1.482157805,17
1707 葡萄王,2015/06,-0.057451209,0.203963654,0.205522903,0.562638761,0.810622476,17
1707 葡萄王,2014/12,0.093627481,0.327505174,1.163206346,0.307723356,1.34357797,17
1707 葡萄王,2014/06,0.004620301,0.240700515,0.108652273,0.423936796,1.012071353,17
1708 東鹼,2024/12,0.04202344,0.3271393,0.291724115,0.471002804,1.166470445,17
1708 東鹼,2024/06,0.024815545,0.286419316,0.127729271,0.51628009,1.089827458,17
1708 東鹼,2023/12,-0.005811084,0.295894519,0.131823316,0.513151293,0.977842152,17
1708 東鹼,2023/06,-0.074511773,0.280843122,0.03287692,0.5223223,0.755766621,17
1708 東鹼,2022/12,0.017734156,0.335643009,0.258421562,0.484606018,1.067857543,17
1708 東鹼,2022/06,-0.014218523,0.309030701,0.075625757,0.515587732,0.950098273,17
1708 東鹼,2021/12,-0.026660897,0.323723598,0.15139451,0.502466676,0.889099627,17
1708 東鹼,2021/06,-0.064524006,0.311991095,0.056634034,0.519223773,0.72104713,17
1708 東鹼,2020/12,-0.041449839,0.308815035,0.146157448,0.512044289,0.789203031,17
1708 東鹼,2020/06,-0.046618692,0.282950204,0.055552339,0.538602617,0.77696613,17
1708 東鹼,2019/12,-0.011768428,0.304662023,0.097956845,0.528290546,0.926915926,17
1708 東鹼,2019/06,-0.013657065,0.279008124,0.031293837,0.555764745,0.922252467,17
1708 東鹼,2018/12,-0.004909624,0.307716861,0.118724648,0.524779892,0.972124708,17
1708 東鹼,2018/06,0.016036637,0.318529788,0.040319247,0.498575373,1.110694164,17
1708 東鹼,2017/12,0.025788265,0.335981547,0.161823454,0.480727529,1.175784574,17
1708 東鹼,2017/06,0.015369094,0.305544701,0.072353377,0.509394644,1.097763177,17
1708 東鹼,2016/12,0.018581101,0.342737497,0.212784148,0.439391397,1.114678507,17
1708 東鹼,2016/06,0.051659198,0.301791027,0.074669325,0.46122269,1.310286082,17
1708 東鹼,2015/12,0.047920705,0.320201141,0.268766984,0.440581309,1.285221302,17
1708 東鹼,2015/06,0.0372448,0.318067892,0.104070044,0.457217818,1.166168123,17
1708 東鹼,2014/12,0.081784771,0.32197616,0.270917749,0.451240827,1.434787502,17
1708 東鹼,2014/06,0.081091695,0.303604015,0.13258755,0.468663847,1.438314094,17
1709 和益,2024/12,0.246951328,0.23015698,0.3107468,0.269190951,2.554333737,17
1709 和益,2024/06,0.212690515,0.18755851,0.049644992,0.309872741,1.991796533,17
1709 和益,2023/12,0.208499181,0.196322332,0.207579311,0.317282877,1.911020414,17
1709 和益,2023/06,0.178488924,0.171641367,0.047714316,0.356233601,1.67097821,17
1709 和益,2022/12,0.216877166,0.212310513,0.238870384,0.355729457,1.741884918,17
1709 和益,2022/06,0.180319155,0.185802293,0.113363918,0.400913069,1.512252205,17
1709 和益,2021/12,0.205631788,0.211814988,0.165249505,0.31845205,1.756231987,17
1709 和益,2021/06,0.202779675,0.227083394,0.138645319,0.301519125,1.834865742,17
1709 和益,2020/12,0.168552627,0.187263341,0.397128526,0.326902517,1.657460686,17
1709 和益,2020/06,0.141635305,0.165154549,0.214497743,0.326055416,1.554169381,17
1709 和益,2019/12,0.132631849,0.156560835,0.230000562,0.358775622,1.465891515,17
1709 和益,2019/06,0.152580924,0.145969682,0.123633002,0.357496361,1.545332481,17
1709 和益,2018/12,0.170308037,0.15985999,-0.047897564,0.335819933,1.618670598,17
1709 和益,2018/06,0.175042942,0.15536247,-0.015271579,0.336347995,1.653604785,17
1709 和益,2017/12,0.262402275,0.200458933,0.285013297,0.259827314,2.524399598,17
1709 和益,2017/06,0.246269963,0.175763354,0.131356793,0.305724092,2.143561332,17
1709 和益,2016/12,0.335901672,0.214655201,0.339978138,0.275624304,3.117058669,17
1709 和益,2016/06,0.305474726,0.163786652,0.178508552,0.374372915,2.337782995,17
1709 和益,2015/12,0.329144143,0.182975505,0.569843611,0.32507794,2.742548669,17
1709 和益,2015/06,0.314752252,0.158060929,0.341064889,0.326599704,2.48039632,17
1709 和益,2014/12,0.334300808,0.148288778,0.136484141,0.358596925,2.393840445,17
1709 和益,2014/06,0.359688295,0.135123446,-0.075776043,0.39789064,2.334077065,17
1710 東聯,2024/12,-0.112758019,0.128525659,0.057564494,0.57519067,0.60413584,17
1710 東聯,2024/06,-0.103440474,0.124110954,0.027220211,0.553243082,0.635938115,17
1710 東聯,2023/12,-0.089901019,0.116075258,0.0018795,0.564105721,0.655842004,17
1710 東聯,2023/06,-0.102562428,0.123440525,0.009352669,0.542419691,0.591282476,17
1710 東聯,2022/12,-0.100081145,0.107157242,-0.050725101,0.590500308,0.649977858,17
1710 東聯,2022/06,-0.133049506,0.10147658,-0.070868745,0.566714821,0.559191847,17
1710 東聯,2021/12,-0.070621948,0.127906121,0.206734213,0.528643966,0.72515181,17
1710 東聯,2021/06,-0.041801666,0.118687958,0.10385074,0.532322508,0.827678701,17
1710 東聯,2020/12,-0.076988087,0.100808691,0.039162568,0.562750144,0.7053842,17
1710 東聯,2020/06,-0.067029848,0.112267292,0.030764733,0.573128296,0.768922424,17
1710 東聯,2019/12,-0.084175114,0.129623904,-0.037105997,0.546332573,0.710169818,17
1710 東聯,2019/06,-0.094499726,0.124467674,-0.058612681,0.548195513,0.697999278,17
1710 東聯,2018/12,-0.078921689,0.173307129,0.236917145,0.489323516,0.703272514,17
1710 東聯,2018/06,-0.127544737,0.15417106,0.104112422,0.514500627,0.602236471,17
1710 東聯,2017/12,-0.041127749,0.156371473,0.235997686,0.50218342,0.846047284,17
1710 東聯,2017/06,-0.083164742,0.123817705,0.074175059,0.534129368,0.70852678,17
1710 東聯,2016/12,-0.066240363,0.110836679,0.054490478,0.545037921,0.742527394,17
1710 東聯,2016/06,-0.029950201,0.113919456,-0.000329766,0.54760478,0.87262043,17
1710 東聯,2015/12,0.013880665,0.117927897,0.011496497,0.532951197,1.065377443,17
1710 東聯,2015/06,0.035733696,0.138215684,0.000244738,0.491885297,1.196802579,17
1710 東聯,2014/12,0.033026165,0.15639774,-0.027627787,0.44615379,1.188907786,17
1710 東聯,2014/06,0.004322601,0.194233102,0.023725071,0.331069976,1.021165302,17
1711 永光,2024/12,0.278522164,0.192376299,0.220911781,0.334816786,2.195854981,17
1711 永光,2024/06,0.290947079,0.184977549,0.099414402,0.333582954,2.215238927,17
1711 永光,2023/12,0.296706868,0.182294624,0.314775477,0.329039699,2.343224806,17
1711 永光,2023/06,0.296763882,0.173825158,0.089049876,0.337369218,2.326264731,17
1711 永光,2022/12,0.314864348,0.185234148,0.197228909,0.329396917,2.493169087,17
1711 永光,2022/06,0.25842017,0.16015504,0.050448726,0.379114346,1.929345802,17
1711 永光,2021/12,0.25602857,0.159077677,0.150545647,0.35582201,2.059026891,17
1711 永光,2021/06,0.232966781,0.155625198,0.086231733,0.357574007,1.90777814,17
1711 永光,2020/12,0.250592055,0.152670922,0.29061353,0.365784342,2.093983636,17
1711 永光,2020/06,0.225002428,0.137100378,0.095025651,0.403419239,1.892615545,17
1711 永光,2019/12,0.170270525,0.139576266,0.235271466,0.402591005,1.582484316,17
1711 永光,2019/06,0.153138749,0.120965557,0.074616931,0.441853049,1.478862053,17
1711 永光,2018/12,0.180894667,0.129731753,0.125782403,0.428981011,1.615788812,17
1711 永光,2018/06,0.170571141,0.114448586,0.045116236,0.426494359,1.592842649,17
1711 永光,2017/12,0.210327675,0.12196711,0.165209992,0.414426106,1.845295434,17
1711 永光,2017/06,0.176460524,0.107785986,0.076153085,0.413300264,1.641281337,17
1711 永光,2016/12,0.158098114,0.115547153,0.174916938,0.413396604,1.515389098,17
1711 永光,2016/06,0.138143488,0.107928835,0.132924277,0.399417036,1.443519184,17
1711 永光,2015/12,0.133904031,0.125983498,0.243606689,0.403110755,1.413465586,17
1711 永光,2015/06,0.125662793,0.10685068,0.085921856,0.414974434,1.356704318,17
1711 永光,2014/12,0.14366062,0.129608646,0.095427426,0.391923151,1.439116173,17
1711 永光,2014/06,0.179330125,0.118202162,0.008524822,0.397671841,1.558572964,17
1712 興農,2024/12,0.185417295,0.257129386,0.249591183,0.447059904,1.540230436,17
1712 興農,2024/06,0.180008906,0.225381458,0.091438813,0.4726972,1.496850954,17
1712 興農,2023/12,0.216627981,0.261541775,0.369827639,0.442670504,1.642857944,17
1712 興農,2023/06,0.186531695,0.233220355,0.181417142,0.467902503,1.51884172,17
1712 興農,2022/12,0.202790585,0.248475086,0.281876262,0.477036385,1.539148182,17
1712 興農,2022/06,0.132926315,0.185438189,0.066698762,0.557207395,1.317442433,17
1712 興農,2021/12,0.114152627,0.192789756,0.069075634,0.531223614,1.286866145,17
1712 興農,2021/06,0.116098357,0.178239194,0.076547248,0.520996109,1.328125581,17
1712 興農,2020/12,0.105064656,0.180108346,0.285772458,0.52477681,1.290952638,17
1712 興農,2020/06,0.082524344,0.168632,0.122637757,0.541411161,1.223715628,17
1712 興農,2019/12,0.088016732,0.177491715,0.212739755,0.536406134,1.246041274,17
1712 興農,2019/06,0.101656623,0.161191255,0.096720187,0.546703379,1.312954847,17
1712 興農,2018/12,0.122155563,0.176444836,0.160680493,0.528286411,1.348773901,17
1712 興農,2018/06,0.127255657,0.153166314,0.084361015,0.557086107,1.365094805,17
1712 興農,2017/12,0.120088577,0.151046539,0.255966691,0.561621516,1.353192841,17
1712 興農,2017/06,0.128385158,0.138136796,0.108283492,0.600408317,1.387151864,17
1712 興農,2016/12,0.148291524,0.13586046,0.128497886,0.627234197,1.453058702,17
1712 興農,2016/06,0.103239037,0.115981735,0.043178706,0.654417794,1.277367396,17
1712 興農,2015/12,0.084893058,0.111439723,0.115459666,0.653652401,1.231128983,17
1712 興農,2015/06,0.149215758,0.09621653,0.023604018,0.680491849,1.445929062,17
1712 興農,2014/12,0.142933692,0.108510062,0.059914882,0.666079965,1.407995471,17
1712 興農,2014/06,0.162664413,0.102929951,0.015787842,0.658216512,1.492483925,17
1713 國化,2024/12,0.33963825,0.562078933,0.706027309,0.048756671,12.28163301,17
1713 國化,2024/06,0.213479785,0.394644448,-0.142299388,0.109705918,3.738162952,17
1713 國化,2023/12,0.15804228,0.40380149,0.634412243,0.055813685,9.691711498,17
1713 國化,2023/06,0.159806802,0.3531834,0.070219484,0.105048538,3.408820785,17
1713 國化,2022/12,0.207725284,0.370106429,0.671576981,0.059956221,12.61051947,17
1713 國化,2022/06,0.222212495,0.309851314,-0.022421051,0.106212149,4.4257468,17
1713 國化,2021/12,0.265922717,0.33462781,-0.478601302,0.060834062,15.85323701,17
1713 國化,2020/06,0.317618465,0.293614941,-0.045979557,0.093924396,7.840305657,17
1713 國化,2019/06,0.34467693,0.302397295,0.09396711,0.103605533,7.275794279,17
1713 國化,2018/06,0.368442114,0.305971633,0.011177013,0.094214102,9.716241573,17
1713 國化,2017/06,0.36713679,0.286658339,0.073640436,0.107264897,7.882456522,17
1713 國化,2016/06,0.368887433,0.288071245,0.084609162,0.095052095,10.44558571,17
1713 國化,2015/06,0.424305639,0.27952716,0.173990146,0.106214334,9.31060582,17
1713 國化,2014/06,0.428695498,0.280479524,-0.009193607,0.100372995,10.4441536,17
1714 和桐,2024/12,0.463169341,0.137581522,0.208640729,0.281777244,3.858913073,17
1714 和桐,2024/06,0.441471488,0.130366831,0.094066679,0.295640344,3.61918552,17
1714 和桐,2023/12,0.447489696,0.138821509,0.250901352,0.280966156,4.191520891,17
1714 和桐,2023/06,0.35609838,0.125668086,0.094476014,0.300944853,2.608149023,17
1714 和桐,2022/12,0.371599882,0.116241035,0.032645096,0.304648267,2.897956162,17
1714 和桐,2022/06,0.360253916,0.100780337,-0.090778877,0.32566692,2.708046451,17
1714 和桐,2021/12,0.376536744,0.113618894,0.337150719,0.307467124,3.053960233,17
1714 和桐,2021/06,0.371010079,0.101292923,0.148675764,0.32952659,2.769219874,17
1714 和桐,2020/12,0.38510878,0.111923795,0.777156592,0.326905453,2.956163452,17
1714 和桐,2020/06,0.371916652,0.123967534,0.340889937,0.353655773,2.719906493,17
1714 和桐,2019/12,0.294013511,0.043224072,0.211799789,0.41890776,2.086007953,17
1714 和桐,2019/06,0.273100056,0.045838843,0.052296702,0.447299697,1.875027423,17
1714 和桐,2018/12,0.276483785,0.047198836,0.103740247,0.429046004,1.847235193,17
1714 和桐,2018/06,0.22594356,0.039797671,-0.00403362,0.453876316,1.612105178,17
1714 和桐,2017/12,0.237480137,0.038438941,0.036371036,0.456129361,1.664354872,17
1714 和桐,2017/06,0.256257449,0.030069083,0.019764829,0.466418479,1.705547697,17
1714 和桐,2016/12,0.204660143,0.035020861,0.06585122,0.486683747,1.498567226,17
1714 和桐,2016/06,0.188346812,0.030355452,0.02034475,0.501457248,1.486905603,17
1714 和桐,2015/12,0.180212538,0.030526938,0.075505557,0.52038172,1.460385916,17
1714 和桐,2015/06,0.024324113,0.021961005,0.062760177,0.59859976,1.049666674,17
1714 和桐,2014/12,0.022793932,0.012747488,0.00956742,0.67771256,1.043007596,17
1714 和桐,2014/06,0.091659663,0.024663175,-0.050373238,0.62891734,1.205447294,17
1717 長興,2024/12,0.253682636,0.238995667,0.137976757,0.535546041,1.86133942,17
1717 長興,2024/06,0.263379699,0.220345065,0.053493308,0.563574709,1.902073853,17
1717 長興,2023/12,0.253449189,0.233112163,0.195486354,0.569239475,1.815484219,17
1717 長興,2023/06,0.304691131,0.222764812,0.091385492,0.587613569,2.136556222,17
1717 長興,2022/12,0.303878902,0.228514691,0.1914079,0.578315977,2.055671416,17
1717 長興,2022/06,0.255759361,0.199476345,0.049655607,0.605874733,1.705219236,17
1717 長興,2021/12,0.289380616,0.208954192,0.020897447,0.592523726,1.89727559,17
1717 長興,2021/06,0.301271634,0.214291957,-0.011753466,0.586863798,1.972586358,17
1717 長興,2020/12,0.304489156,0.193015508,0.125887506,0.586423373,2.1028617,17
1717 長興,2020/06,0.249294881,0.174848212,0.061023582,0.615332379,1.793014676,17
1717 長興,2019/12,0.267653188,0.187728607,0.155163439,0.592545208,1.909671134,17
1717 長興,2019/06,0.242911751,0.16012059,0.060766069,0.605008713,1.739640881,17
1717 長興,2018/12,0.297713152,0.161057507,0.088078213,0.602188042,2.117447516,17
1717 長興,2018/06,0.259451936,0.14079279,-0.007138345,0.622717562,1.801750089,17
1717 長興,2017/12,0.266091501,0.150482689,-0.013209532,0.626885282,1.828967628,17
1717 長興,2017/06,0.262700715,0.142931174,-0.003925048,0.621739859,1.879510259,17
1717 長興,2016/12,0.328628057,0.17119056,0.091412192,0.589992548,2.268840864,17
1717 長興,2016/06,0.33476474,0.153266117,0.065661672,0.575384378,2.36314057,17
1717 長興,2015/12,0.394885458,0.176962098,0.22019762,0.544201664,3.034467253,17
1717 長興,2015/06,0.327755452,0.148602758,0.067425843,0.566061613,2.142772512,17
1717 長興,2014/12,0.392653521,0.163894109,0.114788587,0.53472226,2.688305504,17
1717 長興,2014/06,0.331947111,0.14076152,0.044759393,0.576950482,2.101003691,17
1718 中纖,2024/12,-0.137962567,0.00264242,0.025304722,0.915654064,0.844364092,17
1718 中纖,2024/06,-0.135600413,0.002862674,0.002373184,0.912911565,0.845998825,17
1718 中纖,2023/12,-0.122069043,0.002743166,0.031019673,0.911896516,0.861196778,17
1718 中纖,2023/06,-0.115126655,0.003829841,-0.006827621,0.909531088,0.868259362,17
1718 中纖,2022/12,-0.103699565,0.004540311,0.001868301,0.910299607,0.88145506,17
1718 中纖,2022/06,-0.117474682,0.005897077,-0.016067912,0.911443591,0.866018902,17
1718 中纖,2021/12,-0.125386561,0.006412776,-0.00279869,0.910407439,0.85746973,17
1718 中纖,2021/06,-0.131813207,0.007623755,-0.005091885,0.911967518,0.851362567,17
1718 中纖,2020/12,-0.137272865,0.007760395,0.034086747,0.912985286,0.84557254,17
1718 中纖,2020/06,-0.142177263,0.005751648,0.029002137,0.918028223,0.840692119,17
1718 中纖,2019/12,-0.131487014,0.007040513,0.027657418,0.914872812,0.851858047,17
1718 中纖,2019/06,-0.119309528,0.007544597,0.008301039,0.916601043,0.865724474,17
1718 中纖,2018/12,-0.11100021,0.009579782,0.012764093,0.919156295,0.87519003,17
1718 中纖,2018/06,-0.106548902,0.00920235,0.004330406,0.922295645,0.879500015,17
1718 中纖,2017/12,-0.098910909,0.009244859,0.021305512,0.922803043,0.88807204,17
1718 中纖,2017/06,-0.099068399,0.008370803,-0.006948915,0.923632303,0.888743534,17
1718 中纖,2016/12,-0.016525855,0.008581809,0.043797795,0.922270655,0.981414429,17
1718 中纖,2016/06,-0.02094497,0.009094747,0.022690297,0.919892976,0.976422295,17
1718 中纖,2015/12,0.016924965,0.011134293,0.035082485,0.916566036,1.019199775,17
1718 中纖,2015/06,0.024428617,0.012266931,0.009849958,0.914548842,1.027806168,17
1718 中纖,2014/12,0.035087906,0.011254,0.018121208,0.915600067,1.040128515,17
1718 中纖,2014/06,0.038588157,0.010050754,-0.008285156,0.915701351,1.04422349,17
1720 生達,2024/12,0.298952758,0.331956518,0.770610923,0.19681161,3.011497159,17
1720 生達,2024/06,0.244100669,0.277612739,0.15177332,0.262994705,2.162819039,17
1720 生達,2023/12,0.272316665,0.292704691,0.438005078,0.272719838,2.285124511,17
1720 生達,2023/06,0.226680082,0.257391827,0.146764366,0.331437114,1.819710427,17
1720 生達,2022/12,0.24704568,0.260904123,0.34756662,0.322080104,1.9409094,17
1720 生達,2022/06,0.208976915,0.224376654,0.116656826,0.370743647,1.65847555,17
1720 生達,2021/12,0.303926909,0.243776275,0.250964291,0.326440046,2.129618714,17
1720 生達,2021/06,0.236024263,0.271953189,0.121022615,0.324792823,1.933923386,17
1720 生達,2020/12,0.276756319,0.276105629,0.430385723,0.304082292,2.181970246,17
1720 生達,2020/06,0.243967943,0.245642179,0.146400573,0.323391188,1.936193436,17
1720 生達,2019/12,0.259953805,0.245700782,0.285962422,0.32932761,1.993328943,17
1720 生達,2019/06,0.215839523,0.229620256,0.128128838,0.369406061,1.756489126,17
1720 生達,2018/12,0.250260245,0.249621182,0.221148659,0.340543954,1.954918727,17
1720 生達,2018/06,0.211189819,0.219885958,0.049479647,0.366791651,1.736992128,17
1720 生達,2017/12,0.237919418,0.240247704,0.326301822,0.340752754,1.921163963,17
1720 生達,2017/06,0.201898798,0.212568411,0.134359665,0.354640771,1.724846674,17
1720 生達,2016/12,0.210572228,0.21835688,0.150492614,0.325928068,1.796041135,17
1720 生達,2016/06,0.174005817,0.195757377,0.137617196,0.346681078,1.682445287,17
1720 生達,2015/12,0.246020948,0.202108541,0.337427936,0.329296202,2.210486636,17
1720 生達,2015/06,0.260976199,0.178888807,0.125504302,0.329352462,2.294563481,17
1720 生達,2014/12,0.260109176,0.163640514,0.328471164,0.329118359,2.327225983,17
1720 生達,2014/06,0.216958837,0.130455864,0.133604942,0.381917021,1.804277025,17
1721 三晃,2024/12,0.284761174,0.010301808,0.12268618,0.432608899,2.36301437,17
1721 三晃,2024/06,0.287128788,0.02565704,0.063128726,0.461315057,2.226451138,17
1721 三晃,2023/12,0.299678596,0.058018361,0.074093533,0.433973133,2.44557694,17
1721 三晃,2023/06,0.249171719,0.095403721,0.133331238,0.399906073,2.034011265,17
1721 三晃,2022/12,0.277423035,0.121960989,0.164674926,0.426888317,2.067515608,17
1721 三晃,2022/06,0.251857143,0.12629644,0.085984889,0.41548409,1.955514572,17
1721 三晃,2021/12,0.235504792,0.107929359,-0.084274985,0.430117721,1.903236541,17
1721 三晃,2021/06,0.253953127,0.13639824,0.038437738,0.41762138,2.080760095,17
1721 三晃,2020/12,0.245882368,0.124988827,0.107430781,0.483817527,1.800192167,17
1721 三晃,2020/06,0.32188457,0.135903183,0.0546359,0.408690672,2.390821481,17
1721 三晃,2019/12,0.239534089,0.014828346,0.111087626,0.463581717,1.962327536,17
1721 三晃,2019/06,0.220092018,0.020458023,0.064316101,0.441978454,1.847152538,17
1721 三晃,2018/12,0.251321095,0.016645129,0.100242103,0.44569906,1.937762385,17
1721 三晃,2018/06,0.279684475,0.01128561,0.025743972,0.452412474,2.085734506,17
1721 三晃,2017/12,0.319838825,0.02034983,0.097940723,0.444321644,2.408022993,17
1721 三晃,2017/06,0.304183825,0.006900659,0.063173064,0.458299332,2.158456014,17
1721 三晃,2016/12,0.323048209,0.043591438,0.498429018,0.429021463,2.323653868,17
1721 三晃,2016/06,0.337400877,0.020480638,0.289849939,0.436920766,2.510011146,17
1721 三晃,2015/12,0.344292242,-0.004862723,0.242961966,0.501303785,2.492590684,17
1721 三晃,2015/06,0.280927609,-0.013130781,0.060657879,0.503975496,1.979248983,17
1721 三晃,2014/12,0.209224186,-0.055391317,0.152927439,0.446183745,1.560958884,17
1721 三晃,2014/06,0.179025953,-0.045753499,0.065518142,0.492458182,1.417888967,17
1722 台肥,2024/12,0.091715371,0.483241276,0.145781279,0.313387198,5.189507275,17
1722 台肥,2024/06,0.065952552,0.458650346,0.067683473,0.352330638,2.049837213,17
1722 台肥,2023/12,0.087044243,0.487651521,0.226182207,0.328559341,3.599000371,17
1722 台肥,2023/06,0.083470521,0.466626674,0.133998636,0.355921306,2.30644363,17
1722 台肥,2022/12,0.082108271,0.474334768,0.201466169,0.342918014,3.091077817,17
1722 台肥,2022/06,0.073426145,0.447699898,0.089644722,0.374201297,2.121253664,17
1722 台肥,2021/12,0.049255967,0.483561269,0.116473274,0.336706099,1.99505189,17
1722 台肥,2021/06,0.092522018,0.500960038,0.092208688,0.323005783,3.659110423,17
1722 台肥,2020/12,0.095537918,0.492662725,0.052883492,0.327946118,4.266480636,17
1722 台肥,2020/06,0.100644774,0.476994467,0.02117112,0.348976137,2.819123238,17
1722 台肥,2019/12,0.131012527,0.493463006,0.149128643,0.329537389,5.851811061,17
1722 台肥,2019/06,0.128785261,0.46708353,0.06254142,0.358743109,3.337840102,17
1722 台肥,2018/12,0.154043607,0.489879485,0.069787289,0.335299292,6.942994381,17
1722 台肥,2018/06,0.130361105,0.468889186,0.048530854,0.362984912,3.313476234,17
1722 台肥,2017/12,0.159146511,0.493558734,0.102251808,0.346800389,6.359173445,17
1722 台肥,2017/06,0.148282828,0.475362178,0.044157798,0.366468072,3.780182109,17
1722 台肥,2016/12,0.178720802,0.492807558,0.060297792,0.34150577,9.107584125,17
1722 台肥,2016/06,0.176911022,0.481359753,0.021654411,0.358608793,4.690438685,17
1722 台肥,2015/12,0.20839914,0.496897596,0.732009975,0.34333989,8.404919857,17
1722 台肥,2015/06,0.027676085,0.56189079,0.18749961,0.255097099,1.328007236,17
1722 台肥,2014/12,0.066618368,0.564214618,-0.033584281,0.257629677,1.791050796,17
1722 台肥,2014/06,0.027726072,0.549970952,-0.051944144,0.270323918,1.320041646,17
1723 中碳,2024/12,0.218631263,0.463223194,0.448803643,0.283360982,2.981364938,17
1723 中碳,2024/06,0.129918755,0.430567114,0.264346925,0.291975887,1.749599777,17
1723 中碳,2023/12,0.217514439,0.443778703,0.349312363,0.278448741,2.633354067,17
1723 中碳,2023/06,0.092667722,0.416628695,0.244486536,0.280713355,1.441244641,17
1723 中碳,2022/12,0.186177469,0.429552267,0.83933885,0.279504954,2.186535606,17
1723 中碳,2022/06,0.055875677,0.345105424,0.294568884,0.363366959,1.205626397,17
1723 中碳,2021/12,0.122983645,0.344131005,0.334151567,0.350720868,1.64126339,17
1723 中碳,2021/06,0.037170047,0.289595906,0.089874815,0.399974823,1.133739261,17
1723 中碳,2020/12,0.085478301,0.309741075,0.210977379,0.415056232,1.361193214,17
1723 中碳,2020/06,-0.030998066,0.276145131,0.116348281,0.460772314,0.910132516,17
1723 中碳,2019/12,0.059255256,0.336742033,0.325841253,0.391429319,1.220120699,17
1723 中碳,2019/06,0.010428091,0.276936493,0.144869848,0.459069301,1.03050225,17
1723 中碳,2018/12,0.081264969,0.345408102,0.412167145,0.372219727,1.269432962,17
1723 中碳,2018/06,-0.005939959,0.277161062,0.143015531,0.444274875,0.985876669,17
1723 中碳,2017/12,0.038711367,0.327913388,0.21280838,0.388263329,1.104090852,17
1723 中碳,2017/06,0.040243683,0.29833521,0.062936467,0.392520786,1.106844834,17
1723 中碳,2016/12,0.144360945,0.376753155,0.291485269,0.285627482,1.538787913,17
1723 中碳,2016/06,0.080012325,0.33275268,0.112549904,0.322115555,1.261708465,17
1723 中碳,2015/12,0.194018812,0.458435114,0.978477991,0.192847521,2.119720959,17
