company,mdate,WorkingCapital_TotalAssets,RetainedEarnings_TotalAssets,CashFlow_TotalDebt,TotalDebt_TotalAssets,CurrentRatio,stock_prefix,WorkingCapital_TotalAssets_miss,RetainedEarnings_TotalAssets_miss,CashFlow_TotalDebt_miss,TotalDebt_TotalAssets_miss,CurrentRatio_miss,Merge_Code,產業別,GICS_Category
1102 亞泥,2014/12,0.019502005048519,0.2892478443672994,0.08423875863051022,0.3563869579442761,0.7351052481685867,11,0,0,0,0,0,1102,水泥工業,9
1102 亞泥,2016/12,0.005399218349881554,0.3250585449843078,0.123144142566989,0.34369242858951,0.7088229377332143,11,0,0,0,0,0,1102,水泥工業,9
1102 亞泥,2023/12,0.1107956630974356,0.3002277974876031,0.04896273762173404,0.3578213394437191,0.906637362198266,11,0,0,0,0,0,1102,水泥工業,9
1102 亞泥,2017/12,-0.01480686016143279,0.3229976518370471,0.0773048558342741,0.3435081801678994,0.6583927176772371,11,0,0,0,0,0,1102,水泥工業,9
1102 亞泥,2017/06,-0.03224130437418773,0.3110206503374212,0.007969962884431529,0.3678962151446424,0.6245294111506352,11,0,0,0,0,0,1102,水泥工業,9
1102 亞泥,2020/12,0.07455639987854408,0.318884306157377,0.1434730608066881,0.3563850055434826,0.8583068190438898,11,0,0,0,0,0,1102,水泥工業,9
1103 嘉泥,2022/12,0.174818724929722,0.2545302769178537,-0.02674682284460615,0.3339829197423971,1.393618159196765,11,0,0,0,0,0,1103,水泥工業,9
1103 嘉泥,2019/06,0.1652875813501727,0.2365498419497558,0.00715970496483889,0.3190074106380152,1.28602132780109,11,0,0,0,0,0,1103,水泥工業,9
1103 嘉泥,2016/12,0.2512129816728142,0.276882534231577,0.03943252699341893,0.3327500087370086,1.751954155159802,11,0,0,0,0,0,1103,水泥工業,9
1103 嘉泥,2021/06,0.1920968934607211,0.2417897415444409,-0.01615064611990194,0.2999450943910734,1.674570014832672,11,0,0,0,0,0,1103,水泥工業,9
1103 嘉泥,2023/06,0.1622432118668856,0.2390965980066307,-0.003049490158091302,0.3219138460194508,1.283415053642499,11,0,0,0,0,0,1103,水泥工業,9
1103 嘉泥,2018/12,0.2221203374755024,0.2641987971431858,-0.05588344153083136,0.297108948386717,1.501781742470505,11,0,0,0,0,0,1103,水泥工業,9
1103 嘉泥,2019/12,0.1652392851913432,0.2432013810880453,-0.01118314030701855,0.3282508613777098,1.355854599342809,11,0,0,0,0,0,1103,水泥工業,9
1103 嘉泥,2020/12,0.1936321168738671,0.2520898972218453,0.03340068867714514,0.3253462376705475,1.579861331687028,11,0,0,0,0,0,1103,水泥工業,9
1103 嘉泥,2015/12,0.2884903665916012,0.2668050218086736,0.0224936237320243,0.3967890213531831,2.07935784292879,11,0,0,0,0,0,1103,水泥工業,9
