coid,mdate,tcri,scr,xcdt,company,WorkingCapital_TotalAssets,RetainedEarnings_TotalAssets,CashFlow_TotalDebt,TotalDebt_TotalAssets,CurrentRatio,stock_prefix,WorkingCapital_TotalAssets_miss,RetainedEarnings_TotalAssets_miss,CashFlow_TotalDebt_miss,TotalDebt_TotalAssets_miss,CurrentRatio_miss,產業別,GICS_Category
1514,2020-12-01,6,492.0,,1514 亞力,0.2268109960099908,0.1482890914627481,0.1162796614636702,0.3758772680434937,0.9690572075118558,15,0,0,0,0,0,電機機械,8
1514,2021-12-01,6,454.0,,1514 亞力,0.1780403126856345,0.1251254011715153,-0.1638059447684848,0.4443673659061145,0.8700846259671021,15,0,0,0,0,0,電機機械,8
1514,2022-12-01,6,476.0,,1514 亞力,0.1509887097248991,0.1255289645091922,0.0358620653365592,0.4770106077292147,0.8266553563713789,15,0,0,0,0,0,電機機械,8
1514,2023-12-01,6,557.0,,1514 亞力,0.2319495053591323,0.1468887720173558,-0.0161531461381729,0.4564807271253152,0.927479245407198,15,0,0,0,0,0,電機機械,8
1514,2024-12-01,6,555.0,,1514 亞力,0.2639419152113773,0.173878425179549,0.1203264979608773,0.392334913911535,0.984305123195982,15,0,0,0,0,0,電機機械,8
1515,2014-12-01,6,369.0,,1515 力山,0.0169462992461253,0.0615665809117357,0.023568382182102,0.4611692103140308,0.7098494251119514,15,0,0,0,0,0,電機機械,8
1515,2015-12-01,6,397.0,,1515 力山,0.0686152962650621,0.0825515191197619,0.0933023434100802,0.4512675045125527,0.7697197873201991,15,0,0,0,0,0,電機機械,8
1515,2016-12-01,6,369.0,,1515 力山,0.0428559331389507,0.0879004083353144,-0.0070477271870745,0.4511122435707087,0.7374061296201891,15,0,0,0,0,0,電機機械,8
1515,2017-12-01,5,509.0,,1515 力山,0.0699361291966944,0.0944555326855944,0.1587246536741943,0.4785776201260448,0.7595653419185621,15,0,0,0,0,0,電機機械,8
1515,2018-12-01,5,609.0,,1515 力山,0.0517343749523599,0.0944952048012939,0.2061895828083409,0.4924388719823484,0.7375600364360572,15,0,0,0,0,0,電機機械,8
1515,2019-12-01,5,663.0,,1515 力山,0.1037351086167241,0.2160645947016639,0.3735016907233114,0.4055353020815626,0.7998542389511882,15,0,0,0,0,0,電機機械,8
1515,2020-12-01,5,720.0,,1515 力山,0.0927180551967683,0.1987653273515013,0.2347332797787664,0.473617345459554,0.7752131960950253,15,0,0,0,0,0,電機機械,8
1515,2021-12-01,5,767.0,,1515 力山,0.0679993661153332,0.1868808718704019,0.2948341387243698,0.5071487492800517,0.7492294429423535,15,0,0,0,0,0,電機機械,8
1515,2022-12-01,6,346.0,,1515 力山,-0.0182900304430721,0.2100344312654406,-0.3656904249154697,0.4365855991464543,0.6729687413544782,15,0,0,0,0,0,電機機械,8
1515,2023-12-01,6,569.0,,1515 力山,-9.920395886200564e-05,0.2081006434330486,0.3249174992492689,0.4606601641483297,0.6930586624698987,15,0,0,0,0,0,電機機械,8
1515,2024-12-01,6,555.0,,1515 力山,0.0400978884207109,0.265905310229646,-0.0603346710085388,0.379652947850192,0.737888166313432,15,0,0,0,0,0,電機機械,8
1516,2014-12-01,9,522.0,,1516 川飛,-0.0509020112414204,0.0061721542980987,0.1567328163224717,0.280254188049396,0.5612428685695713,15,0,0,0,0,0,其他業,0
1516,2015-12-01,8,559.0,,1516 川飛,0.4957341679069276,0.1549894537555187,-0.5756546491038241,0.1921231770972354,2.577882110104659,15,0,0,0,0,0,其他業,0
1516,2016-12-01,8,449.0,,1516 川飛,0.4426258182425546,0.0645420896685318,0.4725129888096793,0.258211286858806,1.358452346536546,15,0,0,0,0,0,其他業,0
1516,2019-12-01,8,411.0,,1516 川飛,0.5366134927302598,0.0700033800408581,0.7228856812111085,0.1627428315984348,1.795000976335833,15,0,0,0,0,0,其他業,0
1516,2020-12-01,8,475.0,,1516 川飛,0.5602043908682484,0.0988492145865164,-0.2943895974442672,0.1306778641792968,1.99897396627429,15,0,0,0,0,0,其他業,0
1516,2021-12-01,8,547.0,,1516 川飛,0.5745050609147193,0.1530551974132487,-0.6520022345861062,0.1063309184511048,2.188462704358121,15,0,0,0,0,0,其他業,0
1516,2022-12-01,8,527.0,,1516 川飛,0.4708626819526387,0.1112025356207221,0.7135027969414663,0.2868933249118809,1.337585350536174,15,0,0,0,0,0,其他業,0
1517,2015-12-01,5,454.0,,1517 利奇,0.3999922245286046,0.2009982301472186,0.1908722329126452,0.2589880433448368,1.657087096244861,15,0,0,0,0,0,電機機械,8
1517,2016-12-01,5,439.0,,1517 利奇,0.355696775198706,0.1966996615805116,0.11645392308736,0.2524945501458237,1.51739981052931,15,0,0,0,0,0,電機機械,8
1517,2017-12-01,5,387.0,,1517 利奇,0.3530266429087042,0.1874449483539284,0.0228358513888575,0.2479798302711761,1.510236773789241,15,0,0,0,0,0,電機機械,8
1517,2018-12-01,6,382.0,,1517 利奇,0.3734604212846519,0.1960578647594219,0.0663209225153649,0.256779726354549,1.498315142513547,15,0,0,0,0,0,電機機械,8
1517,2019-12-01,6,387.0,,1517 利奇,0.3518317103094972,0.1989289197285606,0.0581627444211305,0.2369569436883388,1.496701182327432,15,0,0,0,0,0,電機機械,8
1517,2020-12-01,6,412.0,,1517 利奇,0.3394735055491387,0.2023810422714071,0.0075795339402492,0.2637856969636119,1.330152743032047,15,0,0,0,0,0,電機機械,8
1517,2021-12-01,5,530.0,,1517 利奇,0.3720282802400851,0.2277607189627028,-0.0177793447433644,0.2854638856523948,1.30595247020116,15,0,0,0,0,0,電機機械,8
1517,2022-12-01,5,625.0,,1517 利奇,0.4349665568103002,0.2967504439296903,0.5106265084470769,0.2087606844295957,1.629644144802689,15,0,0,0,0,0,電機機械,8
1517,2023-12-01,6,279.0,,1517 利奇,0.4549813121044126,0.2882508468530253,0.485565032632587,0.1435185709105787,2.048643082960238,15,0,0,0,0,0,電機機械,8
1517,2024-12-01,6,289.0,,1517 利奇,0.4257592840091459,0.264374749630586,0.0608004794251382,0.1675849119489617,1.775232757054662,15,0,0,0,0,0,電機機械,8
1519,2014-12-01,5,448.0,,1519 華城,0.2421439514072328,0.0758312370532516,-0.0025460658610771,0.4241714890257058,0.9944521540979068,15,0,0,0,0,0,電機機械,8
1519,2015-12-01,6,401.0,,1519 華城,0.2372923803940137,0.0691679266083026,-0.1094520618362581,0.4675226343133017,0.9523388806065952,15,0,0,0,0,0,電機機械,8
1519,2016-12-01,6,406.0,,1519 華城,0.282573565189767,0.0895614981971919,0.1283427746899868,0.42668637404106,1.050382065064919,15,0,0,0,0,0,電機機械,8
1519,2017-12-01,6,338.0,,1519 華城,0.2857330492799692,0.0706137475807131,-0.0847815932697139,0.444250550358033,1.031187821687508,15,0,0,0,0,0,電機機械,8
1519,2018-12-01,6,329.0,,1519 華城,0.2928672640868195,0.0661706906149023,0.1547952088829171,0.439094722880907,1.049144816273303,15,0,0,0,0,0,電機機械,8
1519,2019-12-01,6,455.0,,1519 華城,0.2250579290987509,0.086524581424729,0.1254444500730757,0.4740531366592354,0.9292209125130848,15,0,0,0,0,0,電機機械,8
1519,2020-12-01,6,496.0,,1519 華城,0.2544708796052459,0.1037592530960662,0.0411368864680965,0.4649523256287136,0.97083598601581,15,0,0,0,0,0,電機機械,8
1519,2021-12-01,6,399.0,,1519 華城,0.2203856168663286,0.0870565095864606,-0.066164034665834,0.4979064894581766,0.916137308535975,15,0,0,0,0,0,電機機械,8
1519,2022-12-01,6,420.0,,1519 華城,0.2081290128709309,0.1210716489676744,0.1067741315783952,0.4919243543151162,0.884715561495613,15,0,0,0,0,0,電機機械,8
1521,2020-12-01,5,468.0,,1521 大億,0.1252707411041429,0.2355393192296218,0.0960066168122448,0.4189188946041862,0.8259941817561727,15,0,0,0,0,0,汽車工業,5
1521,2021-12-01,5,399.0,,1521 大億,0.1516953128023865,0.2468007792389442,0.0492559882713547,0.3981177311379849,0.8650426001339215,15,0,0,0,0,0,汽車工業,5
1521,2022-12-01,5,416.0,,1521 大億,0.1989021961553887,0.2650965424514068,0.256237412038074,0.3772863008846167,0.930743627350266,15,0,0,0,0,0,汽車工業,5
1521,2023-12-01,5,410.0,,1521 大億,0.245401282216253,0.2572756691727538,0.2439802357258305,0.3864569344510876,0.9778154173535964,15,0,0,0,0,0,汽車工業,5
1521,2024-12-01,5,448.0,,1521 大億,0.2976224680285768,0.3146146646156774,0.1983378935408052,0.2915368309935394,1.15553338546265,15,0,0,0,0,0,汽車工業,5
1522,2014-12-01,6,441.0,,1522 堤維西,0.051648639026708,0.0551612931395736,0.1113883205810286,0.5014611865490184,0.7581293718810058,15,0,0,0,0,0,汽車工業,5
1522,2015-12-01,5,513.0,,1522 堤維西,0.0426276589038879,0.0741577025819745,0.1241002351930702,0.4949597036898835,0.7484281362806386,15,0,0,0,0,0,汽車工業,5
1522,2016-12-01,5,531.0,,1522 堤維西,0.0638547371580908,0.093705209859561,0.1637783024253494,0.5032093141205247,0.7801815409804578,15,0,0,0,0,0,汽車工業,5
1522,2017-12-01,5,434.0,,1522 堤維西,0.0578574564036109,0.0919847448541752,0.1094999488939302,0.5170868042677906,0.7769510695578141,15,0,0,0,0,0,汽車工業,5
1522,2018-12-01,5,435.0,,1522 堤維西,0.0580596953010377,0.0925906467238252,0.0961155538628687,0.5257835407415786,0.7733689942295224,15,0,0,0,0,0,汽車工業,5
1522,2019-12-01,5,465.0,,1522 堤維西,0.0696201990850305,0.0966675673076177,0.1055813427031362,0.5361148239054592,0.8031314583728904,15,0,0,0,0,0,汽車工業,5
1522,2020-12-01,6,362.0,,1522 堤維西,0.0904128269401059,0.092755745082608,0.1639660363807221,0.5336911669370141,0.8508294150859717,15,0,0,0,0,0,汽車工業,5
1522,2021-12-01,6,405.0,,1522 堤維西,0.092614693941789,0.0887660145068873,0.0272142037585766,0.5065075513214707,0.8368002947000008,15,0,0,0,0,0,汽車工業,5
1522,2022-12-01,6,518.0,,1522 堤維西,0.1230371618415477,0.1089493884230499,0.0785125226212513,0.4995237209637101,0.8803116507920203,15,0,0,0,0,0,汽車工業,5
1522,2023-12-01,6,582.0,,1522 堤維西,0.0966331668793328,0.1250993043811842,0.2119686496178526,0.4895944146343325,0.8354519116596553,15,0,0,0,0,0,汽車工業,5
1522,2024-12-01,5,628.0,,1522 堤維西,0.1029686292592686,0.1472308328898773,0.1727288012696817,0.4791559587131248,0.8465073099578797,15,0,0,0,0,0,汽車工業,5
1524,2014-12-01,8,269.0,,1524 耿鼎,0.0146121844653737,0.0203372081489447,0.1547972982548736,0.4547489050064526,0.7209225071567682,15,0,0,0,0,0,汽車工業,5
1524,2015-12-01,8,247.0,,1524 耿鼎,-0.145651349134674,-0.0193802356464242,0.1977925446052457,0.4661314745748909,0.4884082036394439,15,0,0,0,0,0,汽車工業,5
1524,2016-12-01,7,482.0,,1524 耿鼎,0.0645196431841447,0.0583199369242907,0.240200693235813,0.4486014943965198,0.8167348441698018,15,0,0,0,0,0,汽車工業,5
1524,2017-12-01,7,433.0,,1524 耿鼎,0.0211298062882037,0.0691525462411201,0.1744768303263435,0.4512184695956011,0.7275983370848474,15,0,0,0,0,0,汽車工業,5
1524,2018-12-01,7,426.0,,1524 耿鼎,0.0227049986983826,0.0907549818971496,0.1586932585237504,0.4339527625546684,0.7338813544846748,15,0,0,0,0,0,汽車工業,5
1524,2019-12-01,7,401.0,,1524 耿鼎,-0.0096484330199877,0.1005912693095874,0.1269953494553644,0.4328299865213388,0.6774519745346149,15,0,0,0,0,0,汽車工業,5
1524,2020-12-01,7,265.0,,1524 耿鼎,-0.0011103798413164,0.095340721267167,0.125204847157407,0.4460518504478909,0.6911789517452366,15,0,0,0,0,0,汽車工業,5
1524,2021-12-01,7,240.0,,1524 耿鼎,0.1227651023921644,0.0940024197135838,0.0360730224769743,0.4599931245414792,0.9618611010021604,15,0,0,0,0,0,汽車工業,5
1524,2022-12-01,7,448.0,,1524 耿鼎,0.1385688471378465,0.1404770336616201,0.2108436861908308,0.4285056618904869,0.9803357861310988,15,0,0,0,0,0,汽車工業,5
1524,2023-12-01,6,542.0,,1524 耿鼎,0.1509026262154399,0.1726452626036944,0.2964488787883475,0.401467080433864,1.030305016791683,15,0,0,0,0,0,汽車工業,5
1524,2024-12-01,6,637.0,,1524 耿鼎,0.1699499719789714,0.2353074288864086,0.2656744039491472,0.3418202912627143,1.166924746261639,15,0,0,0,0,0,汽車工業,5
1525,2014-12-01,6,478.0,,1525 江申,0.061494805556969,0.4647969742132823,0.1212679164967414,0.1712456439191842,0.9261622581310026,15,0,0,0,0,0,汽車工業,5
1525,2015-12-01,6,503.0,,1525 江申,0.0708475072737356,0.4820775305516389,0.0678920628742074,0.1748830049249014,0.9423397826237256,15,0,0,0,0,0,汽車工業,5
1525,2016-12-01,6,552.0,,1525 江申,0.0545431260468007,0.5187141058591336,0.0214226566194145,0.174514903655025,0.883865328655507,15,0,0,0,0,0,汽車工業,5
1525,2017-12-01,6,504.0,,1525 江申,0.0302258332772955,0.5304930644036543,-0.054336710055151,0.1738359345796796,0.7871881588324838,15,0,0,0,0,0,汽車工業,5
1525,2018-12-01,6,496.0,,1525 江申,0.0298930182122506,0.5483115937128744,-0.0600558008854498,0.1601369596638678,0.7976023388165518,15,0,0,0,0,0,汽車工業,5
1525,2019-12-01,6,415.0,,1525 江申,0.0853690311207675,0.5609511336150518,-0.0806223265825001,0.1696041493622402,1.01460037310524,15,0,0,0,0,0,汽車工業,5
1525,2020-12-01,6,461.0,,1525 江申,0.1192972813359155,0.560415076476106,-0.1204325260074066,0.1670373745575023,1.153135543719225,15,0,0,0,0,0,汽車工業,5
1525,2021-12-01,6,481.0,,1525 江申,0.1428895094193254,0.5711158296221645,-0.0011654710239494,0.1537720982636521,1.303517830072089,15,0,0,0,0,0,汽車工業,5
1525,2022-12-01,6,462.0,,1525 江申,0.2261492413570734,0.561453189069767,-0.0703275208165561,0.1624693237929215,1.417003597051721,15,0,0,0,0,0,汽車工業,5
1525,2023-12-01,6,534.0,,1525 江申,0.2847465044480442,0.5754501688302949,0.1042727587712506,0.155467018844048,1.665826432051597,15,0,0,0,0,0,汽車工業,5
1525,2024-12-01,6,487.0,,1525 江申,0.2848829039997893,0.5740683312404371,0.0223075239748914,0.1378919886081539,1.643177148557124,15,0,0,0,0,0,汽車工業,5
1526,2014-12-01,8,388.0,,1526 日馳,0.3002382963427553,0.0334022360116181,0.1119528455218701,0.3955663818485716,1.263081672562409,15,0,0,0,0,0,電機機械,8
1526,2015-12-01,7,382.0,,1526 日馳,0.2535051077635582,0.0737982053187559,-0.0235007012580617,0.4312650093184495,1.03302525442415,15,0,0,0,0,0,電機機械,8
1526,2016-12-01,7,410.0,,1526 日馳,0.2642122488432386,0.1133671679020291,0.1335036173462442,0.4269138595182393,1.050871577513547,15,0,0,0,0,0,電機機械,8
1526,2017-12-01,6,450.0,,1526 日馳,0.2143800883128174,0.1155221946815667,0.1400528451941646,0.5000262092172288,0.901084821069508,15,0,0,0,0,0,電機機械,8
1526,2018-12-01,6,450.0,,1526 日馳,0.3111536802825293,0.183784161909848,0.0563930649957217,0.3592085704589916,1.172001275673989,15,0,0,0,0,0,電機機械,8
1526,2019-12-01,6,424.0,,1526 日馳,0.314997148926372,0.2056544961319649,0.2288703682607957,0.323853132394905,1.246703325421377,15,0,0,0,0,0,電機機械,8
1526,2020-12-01,6,488.0,,1526 日馳,0.2641766566536016,0.2406097733256917,0.4836232753873094,0.3270787183372325,1.043401245961677,15,0,0,0,0,0,電機機械,8
1526,2021-12-01,6,534.0,,1526 日馳,0.2842585376336709,0.2092378132347547,-0.0733661447454187,0.4346972144559593,1.005723757681,15,0,0,0,0,0,電機機械,8
1526,2022-12-01,6,554.0,,1526 日馳,0.2809883737773006,0.2401918011771098,0.1681030059993565,0.41035660666504,1.04347250321203,15,0,0,0,0,0,電機機械,8
1526,2023-12-01,6,268.0,,1526 日馳,0.4084976984266481,0.2332464662898563,-0.120735342214728,0.3904852372353227,1.690675844628443,15,0,0,0,0,0,電機機械,8
1526,2024-12-01,7,229.0,,1526 日馳,0.40581281852044,0.2361855429424517,0.0798440329118242,0.3690024070993866,1.74528752757022,15,0,0,0,0,0,電機機械,8
1527,2014-12-01,8,203.0,,1527 鑽全,0.1570438053077318,0.1108602701953305,0.0694280186466893,0.564619616093292,0.8057816573435483,15,0,0,0,0,0,電機機械,8
1527,2015-12-01,8,197.0,,1527 鑽全,0.165028090090171,0.1323400240388978,0.070438387060666,0.5655054379310318,0.8152646302685027,15,0,0,0,0,0,電機機械,8
1527,2016-12-01,7,211.0,,1527 鑽全,0.1589744015728644,0.1499892044326294,0.0836826363897212,0.5682779735954004,0.8020124010589847,15,0,0,0,0,0,電機機械,8
1527,2017-12-01,7,49.0,,1527 鑽全,0.1182027280428283,0.1459192989108934,0.0305183106531241,0.5798319752743937,0.7759244607933649,15,0,0,0,0,0,電機機械,8
1527,2018-12-01,7,292.0,,1527 鑽全,0.1639844387755349,0.1547271451594755,0.0787653555669064,0.5552551813358133,0.8111208359124591,15,0,0,0,0,0,電機機械,8
1527,2020-12-01,6,605.0,,1527 鑽全,0.4777789471257019,0.4311416149330673,0.3210689718101104,0.1748244981717381,1.674529308789275,15,0,0,0,0,0,電機機械,8
1528,2014-12-01,7,278.0,,1528 恩德,0.2798195062458401,0.0502944377720331,0.0698882829379799,0.440476467133344,1.046716078995416,15,0,0,0,0,0,電機機械,8
1528,2015-12-01,7,281.0,,1528 恩德,0.2490682204442272,0.0349969965647384,0.1568858505968816,0.4119309090610722,0.9753287589265416,15,0,0,0,0,0,電機機械,8
1528,2016-12-01,7,344.0,,1528 恩德,0.2801698065482707,0.0534724390166491,-0.0384486663584224,0.4166530235573032,1.034703891188973,15,0,0,0,0,0,電機機械,8
1528,2017-12-01,7,307.0,,1528 恩德,0.2116751833392196,0.0559032651672122,-0.0702389499533819,0.4646670974847272,0.9015867843858992,15,0,0,0,0,0,電機機械,8
1528,2018-12-01,7,289.0,,1528 恩德,0.2462162970143217,0.0482733621671999,-0.1111068100859847,0.4391635465383675,0.9545378390328716,15,0,0,0,0,0,電機機械,8
1528,2019-12-01,7,226.0,,1528 恩德,0.2093446482686186,-0.001951342324165,0.1710493886930728,0.4247001136982012,0.9187275269193458,15,0,0,0,0,0,電機機械,8
1528,2020-12-01,7,220.0,,1528 恩德,0.1853128729549213,-0.022542505276995,0.0442679650628933,0.4472960064923092,0.8909504166654383,15,0,0,0,0,0,電機機械,8
1528,2021-12-01,7,280.0,,1528 恩德,0.2384211034383584,0.0415741908262232,0.0445102166208588,0.4388710007269256,0.9613367904987432,15,0,0,0,0,0,電機機械,8
1528,2022-12-01,7,330.0,,1528 恩德,0.2178421909868638,0.0639368742250592,0.039700465670954,0.4385748362449748,0.926499149946174,15,0,0,0,0,0,電機機械,8
1528,2023-12-01,7,247.0,,1528 恩德,0.2261361347753826,0.0579934629208181,-0.0429009927077496,0.4388733382463328,0.9403226089433968,15,0,0,0,0,0,電機機械,8
1528,2024-12-01,7,215.0,,1528 恩德,0.1831892124322617,0.0341704126309296,0.0852453311915499,0.4492310537405428,0.8815890307645199,15,0,0,0,0,0,電機機械,8
1529,2018-12-01,7,384.0,,1529 樂事綠能,0.2470598507576003,0.0439989303100932,0.0497774198117733,0.2283404398151081,1.194566587614118,15,0,0,0,0,0,電機機械,8
1529,2019-12-01,7,305.0,,1529 樂事綠能,0.1775338403124308,0.0372819187669296,-0.178123836256939,0.3611598848087163,0.9950458587352466,15,0,0,0,0,0,電機機械,8
1529,2020-12-01,7,373.0,,1529 樂事綠能,0.1876118154707984,0.0511150083457585,0.4007342297421043,0.2927226899705732,1.217540648296963,15,0,0,0,0,0,電機機械,8
1529,2021-12-01,7,462.0,,1529 樂事綠能,0.1948523574310941,0.0570719264724108,0.2354902007121583,0.3026892582460072,1.177830795517928,15,0,0,0,0,0,電機機械,8
1529,2022-12-01,7,340.0,,1529 樂事綠能,0.1714549762220159,0.0238216714447748,-0.0555219835180104,0.3551694072401476,1.172955937783038,15,0,0,0,0,0,電機機械,8
1529,2023-12-01,7,360.0,,1529 樂事綠能,0.1593597685548379,0.0524200056842156,0.108926272139913,0.3487723920273211,1.205150108263624,15,0,0,0,0,0,電機機械,8
1529,2024-12-01,7,267.0,,1529 樂事綠能,0.0997481550332329,0.0170788690665516,0.0764137428695168,0.392445930418895,0.9541628904708712,15,0,0,0,0,0,電機機械,8
1530,2014-12-01,6,409.0,,1530 亞崴,0.1511279953215325,0.192735808883162,0.0238484587184437,0.4596076229049513,0.8456621624900343,15,0,0,0,0,0,電機機械,8
1530,2015-12-01,6,378.0,,1530 亞崴,0.1647106995185691,0.1895605633170413,0.0275103555835529,0.4643010025645424,0.8608971046689706,15,0,0,0,0,0,電機機械,8
1530,2016-12-01,6,360.0,,1530 亞崴,0.1994687006599993,0.2061315536378594,0.2232730487447437,0.4444967695853298,0.9166025615859492,15,0,0,0,0,0,電機機械,8
1530,2017-12-01,6,346.0,,1530 亞崴,0.0914574099963297,0.1889653431466456,0.0217429292117928,0.4794834543751576,0.775706092826087,15,0,0,0,0,0,電機機械,8
1530,2018-12-01,6,399.0,,1530 亞崴,0.0912029270271197,0.2080318985818071,0.0065731415615533,0.4683210744768157,0.7767781330133924,15,0,0,0,0,0,電機機械,8
1530,2019-12-01,6,305.0,,1530 亞崴,0.0741117785979821,0.227913176149492,0.1971139865645153,0.4400873450059357,0.7672844055813227,15,0,0,0,0,0,電機機械,8
1530,2020-12-01,6,302.0,,1530 亞崴,0.1552071842784384,0.2915689504503199,0.135934352490695,0.3785582930438431,0.8705808111923244,15,0,0,0,0,0,電機機械,8
1530,2021-12-01,6,348.0,,1530 亞崴,0.1540858230005218,0.2767194392050999,0.1457472945185748,0.3997731308770158,0.861207007139233,15,0,0,0,0,0,電機機械,8
1530,2022-12-01,6,428.0,,1530 亞崴,0.1770775517748467,0.2829132164176856,0.0627972818571183,0.4081807758000091,0.8755111064084409,15,0,0,0,0,0,電機機械,8
1530,2023-12-01,7,293.0,,1530 亞崴,0.2060385392141858,0.3223596621841145,0.1442425354522575,0.3589269426394063,0.9397465910866076,15,0,0,0,0,0,電機機械,8
1530,2024-12-01,7,258.0,,1530 亞崴,0.2211006285732129,0.3386284119286458,0.0513103675633793,0.3487534806521793,0.9816436702860636,15,0,0,0,0,0,電機機械,8
1531,2015-12-01,5,372.0,,1531 高林股,0.3836769773075879,0.3060059006776482,0.2010503994981669,0.231676832753405,1.459587784371125,15,0,0,0,0,0,電機機械,8
1531,2016-12-01,5,379.0,,1531 高林股,0.4074729432297227,0.3397668378492054,0.2960361527805241,0.1756780799909796,1.721342115015537,15,0,0,0,0,0,電機機械,8
1531,2017-12-01,5,425.0,,1531 高林股,0.4218299255492868,0.3457452008090854,0.2693006517116368,0.1705921134225742,1.786171139344086,15,0,0,0,0,0,電機機械,8
1531,2018-12-01,5,382.0,,1531 高林股,0.4292612997297389,0.3350082035961797,-0.4028677625111356,0.174479235753267,1.817715954303608,15,0,0,0,0,0,電機機械,8
1531,2019-12-01,5,373.0,,1531 高林股,0.4523216838548899,0.34387651463128,0.4886587901688995,0.1549170469079678,2.200298699507603,15,0,0,0,0,0,電機機械,8
1531,2020-12-01,5,344.0,,1531 高林股,0.4274571137580616,0.3257461264223533,0.2275762772031111,0.1822274173048162,1.760913312503936,15,0,0,0,0,0,電機機械,8
1531,2021-12-01,5,415.0,,1531 高林股,0.4174785444492268,0.3194648695149565,-0.1696461785165615,0.2255614622469491,1.541124471290142,15,0,0,0,0,0,電機機械,8
1531,2022-12-01,5,423.0,,1531 高林股,0.4484045562776963,0.3444791844606107,0.1707234018987863,0.1724912603715265,1.79822357594178,15,0,0,0,0,0,電機機械,8
1531,2023-12-01,5,296.0,,1531 高林股,0.4808127380506886,0.3469084277174771,0.415418737352383,0.1303678403645321,2.193581739782492,15,0,0,0,0,0,電機機械,8
1531,2024-12-01,5,303.0,,1531 高林股,0.4857359776445195,0.3419821831514386,0.5766081568015468,0.136801206813668,2.203836903456359,15,0,0,0,0,0,電機機械,8
1532,2014-12-01,7,540.0,,1532 勤美,0.2036660323113016,0.1373302843836942,0.1068054186803168,0.4095413759221671,0.9503218464084966,15,0,0,0,0,0,電機機械,8
1532,2015-12-01,7,604.0,,1532 勤美,0.2652500412301587,0.1564837210224074,0.1985498611908336,0.3834659760458051,1.111562167050629,15,0,0,0,0,0,電機機械,8
1532,2016-12-01,7,593.0,,1532 勤美,0.2814970195185104,0.1651709494891644,0.1571828705601425,0.3925635181839952,1.158151462574294,15,0,0,0,0,0,電機機械,8
1532,2017-12-01,7,481.0,,1532 勤美,0.2462387821462735,0.1393227456205617,-0.0163016477296688,0.4725183357560291,1.013743166701939,15,0,0,0,0,0,電機機械,8
1532,2018-12-01,6,586.0,,1532 勤美,0.2719600340491465,0.1725835825833501,0.1481637570289844,0.4409756949454619,1.093801657514591,15,0,0,0,0,0,電機機械,8
1532,2019-12-01,6,400.0,,1532 勤美,0.2306276502212032,0.1424024476871353,-0.0148207618902535,0.4905953386140324,0.9912553104659344,15,0,0,0,0,0,電機機械,8
1532,2020-12-01,6,432.0,,1532 勤美,0.265251946683369,0.1384649661788579,0.0893274008829483,0.4963471752226489,1.065975883402231,15,0,0,0,0,0,電機機械,8
1532,2021-12-01,6,489.0,,1532 勤美,0.220754737805496,0.1393535271103858,0.0606143174945773,0.5097407249778305,0.9610733762976073,15,0,0,0,0,0,電機機械,8
1532,2022-12-01,6,377.0,,1532 勤美,0.1898768973368314,0.1321517295766586,0.0330760877163192,0.5219823107987849,0.9024086720536796,15,0,0,0,0,0,電機機械,8
1532,2023-12-01,6,429.0,,1532 勤美,0.1722232989805552,0.1378685738376132,0.0755634062396766,0.5203389819245063,0.87419881687941,15,0,0,0,0,0,電機機械,8
1532,2024-12-01,6,476.0,,1532 勤美,0.1707145216762799,0.1512766689648482,0.0868005067670341,0.4901588870725825,0.8810234354789254,15,0,0,0,0,0,電機機械,8
1533,2014-12-01,6,443.0,,1533 車王電,0.2728095638329368,0.1868974902094554,0.1049314661235554,0.3965742611466053,1.074026665204146,15,0,0,0,0,0,汽車工業,5
1533,2015-12-01,6,399.0,,1533 車王電,0.2806601361019018,0.2082491271713123,0.1515326671981957,0.3889583205225816,1.086856023366409,15,0,0,0,0,0,汽車工業,5
1533,2016-12-01,6,386.0,,1533 車王電,0.2941471822349325,0.2244027398070968,0.1618943792172661,0.3778673918159753,1.141570331780522,15,0,0,0,0,0,汽車工業,5
1533,2017-12-01,6,420.0,,1533 車王電,0.273920823082224,0.2265012113453304,0.1648021202096323,0.3882930950583653,1.08392895813074,15,0,0,0,0,0,汽車工業,5
1533,2018-12-01,6,397.0,,1533 車王電,0.2098137737353969,0.2459881876252651,0.0120638744748931,0.3915410082045233,0.9384423286937412,15,0,0,0,0,0,汽車工業,5
1533,2019-12-01,6,359.0,,1533 車王電,0.220144437409383,0.2253296333592424,0.1004556197247838,0.434538105219739,0.99226642233975,15,0,0,0,0,0,汽車工業,5
1533,2020-12-01,6,321.0,,1533 車王電,0.2367697316830469,0.2040267966987957,0.1057232612451579,0.4551134884625512,1.068903970591695,15,0,0,0,0,0,汽車工業,5
1533,2021-12-01,6,240.0,,1533 車王電,0.1754532429719572,0.173651592267053,-0.0492601838117716,0.4861630026199539,0.9264049829670478,15,0,0,0,0,0,汽車工業,5
1533,2022-12-01,6,222.0,,1533 車王電,0.2552957455440956,0.1700034685245852,-0.0737266081371504,0.4908622708216218,1.204414433736943,15,0,0,0,0,0,汽車工業,5
1533,2023-12-01,7,88.0,,1533 車王電,0.2167525566296801,0.1505252778294196,-0.0837998887120096,0.5157494974450677,1.059303160307026,15,0,0,0,0,0,汽車工業,5
