slice,n,pos,raw.pr_auc,raw.roc_auc,raw.f1,raw.precision,raw.recall,raw.brier,raw.logloss,raw.ece,raw.threshold,raw.recall_at_p>=0.50,raw.threshold_at_p>=0.50,platt.pr_auc,platt.roc_auc,platt.f1,platt.precision,platt.recall,platt.brier,platt.logloss,platt.ece,platt.threshold,platt.recall_at_p>=0.50,platt.threshold_at_p>=0.50
GICS_Category=0,68,22,0.6800012834580341,0.7776679841897233,0.6538461538461539,0.5666666666666667,0.7727272727272727,0.17074801064669792,0.5152244371011282,0.11177876148972689,0.27568818319555266,0.8181818181818182,0.24679555124094243,0.6800012834580341,0.7776679841897233,0.6181818181818182,0.5151515151515151,0.7727272727272727,0.1728646646873358,0.5200887547226425,0.1428158829795604,0.27568818319555266,0.8181818181818182,0.26117970247249384
GICS_Category=1,267,77,0.6755335536232988,0.806015037593985,0.651685393258427,0.5742574257425742,0.7532467532467533,0.15086232663602442,0.4697900349225635,0.06190151700476764,0.27568818319555266,0.8441558441558441,0.2278024744560508,0.6748823628957267,0.80580997949419,0.6373626373626373,0.5523809523809524,0.7532467532467533,0.15264861332729038,0.47448938495473014,0.08262233615557796,0.27568818319555266,0.8441558441558441,0.24448417830719038
GICS_Category=10,50,21,0.6169020102023792,0.6338259441707718,0.6,0.42857142857142855,1.0,0.3710843300328471,1.0927588606087553,0.40663841940764,0.27568818319555266,0.7142857142857143,0.8077648636963203,0.6169020102023792,0.6338259441707718,0.6,0.42857142857142855,1.0,0.34093370604140405,0.9561210420612973,0.35977988760883656,0.27568818319555266,0.7142857142857143,0.7518097753214452
GICS_Category=11,12,1,1.0,1.0,0.2,0.1111111111111111,1.0,0.0948774293450161,0.35542039996901,0.29284420819396356,0.27568818319555266,1.0,0.43904958386330456,1.0,1.0,0.2,0.1111111111111111,1.0,0.09798347811092517,0.3662111164355606,0.301964667550256,0.27568818319555266,1.0,0.4238620430891593
GICS_Category=3,27,5,0.633131313131313,0.8727272727272728,0.46153846153846156,0.375,0.6,0.1105322806908209,0.36187113798221743,0.11863526791229118,0.27568818319555266,0.6,0.35332976249929415,0.633131313131313,0.8727272727272728,0.46153846153846156,0.375,0.6,0.11354047652804712,0.37511443107364684,0.08197112345069496,0.27568818319555266,0.6,0.3503387838252603
GICS_Category=5,29,9,0.7424531024531025,0.8194444444444444,0.6153846153846154,0.47058823529411764,0.8888888888888888,0.15139350141908112,0.46604721697549406,0.1075243719286615,0.27568818319555266,0.8888888888888888,0.287065979322728,0.74986050986051,0.8222222222222222,0.6153846153846154,0.47058823529411764,0.8888888888888888,0.1527406624497231,0.472234006780613,0.10227399466338073,0.27568818319555266,0.8888888888888888,0.2960253426682803
GICS_Category=6,46,17,0.8203485046944801,0.821501014198783,0.6,0.45454545454545453,0.8823529411764706,0.1672083209278796,0.5245162796314645,0.1581805289789439,0.27568818319555266,0.8235294117647058,0.3464103109336342,0.8203485046944801,0.821501014198783,0.6,0.45454545454545453,0.8823529411764706,0.16785601696014266,0.5240991773771926,0.16429426398259736,0.27568818319555266,0.8235294117647058,0.3442130913468563
GICS_Category=8,73,22,0.4207827983895424,0.6229946524064172,0.43333333333333335,0.34210526315789475,0.5909090909090909,0.21968557422317583,0.6342114971630545,0.1405397687734636,0.27568818319555266,0.36363636363636365,0.5078244004403604,0.4207827983895424,0.6229946524064172,0.46875,0.35714285714285715,0.6818181818181818,0.21370703070406596,0.6155925842497925,0.1632184955138897,0.27568818319555266,0.36363636363636365,0.48152398020044357
GICS_Category=9,44,5,0.6592857142857143,0.9487179487179488,0.6,0.6,0.6,0.07230704496511703,0.25732485077701983,0.11496381173009904,0.27568818319555266,1.0,0.24827162307710057,0.6592857142857143,0.9487179487179488,0.5454545454545454,0.5,0.6,0.07610380194519503,0.2743620453179598,0.12425077611626781,0.27568818319555266,1.0,0.2624694398645159
